Id	N_Victimas	Fecha_Siniestro	Hora	Lugar_Del_Hecho	Tipo_De_Calle	Comuna	Pos_X	Pos_Y	Victima	Acusado	Rol	Sexo	Edad	Fecha_Fallecimiento	Semestre	Hora_Siniestro	Anio_Siniestro	Mes_Siniestro	Dia_Siniestro	Anio_Fallecimiento	Mes_Fallecimiento	Dia_Fallecimiento	Dia_Semana_Siniestro	Dia_Semana_Fallecimiento
2016-0138	1	27/10/2016	20:30	AV CABILDO Y BLANCO ENCALADA	AVENIDA	13	-58,4590967	-34,55922742	Bicicleta	Cargas	CICLISTA	FEMENINO	33	27/10/2016	2	20	2016	10	27	2016	10	27	jueves	jueves
2016-0140	1	31/10/2016	2:58	AV JURAMENTO Y VUELTA DE OBLIGADO	AVENIDA	13	-58,45566399	-34,56147293	Pasajeros	Pasajeros	PASAJERO_ACOMPAÑANTE	MASCULINO	20	31/10/2016	2	2	2016	10	31	2016	10	31	lunes	lunes
2016-0147	1	16/11/2016	21:15	AV INDEPENDENCIA Y VIRREY CEVALLOS	AVENIDA	1	-58,38896772	-34,61799615	Movil	Pasajeros	PASAJERO_ACOMPAÑANTE	MASCULINO	55	16/11/2016	2	21	2016	11	16	2016	11	16	miercoles	miercoles
2016-0150	1	18/11/2016	18:20	AV AMANCIO ALCORTA Y DIOGENES TABORDA	AVENIDA	4	-58,40879146	-34,65273216	Cargas	Cargas	PASAJERO_ACOMPAÑANTE	MASCULINO	41	18/11/2016	2	18	2016	11	18	2016	11	18	viernes	viernes
2016-0160	1	06/12/2016	5:30	AUTOPISTA PERITO MORENO ALTURA VELZ	AUTOPISTA	9	-58,51927194	-34,63635787	Cargas	Objeto Fijo	CONDUCTOR	MASCULINO	29	06/12/2016	2	5	2016	12	6	2016	12	6	martes	martes
2016-0165	1	12/12/2016	8:25	AV MARTIN GARCIA 300	AVENIDA	4	-58,36926144	-34,62841919	Bicicleta	Pasajeros	CICLISTA	MASCULINO	37	12/12/2016	2	8	2016	12	12	2016	12	12	lunes	lunes
2017-0003	1	05/01/2017	3:10	OLAVARRIA Y AV. VELEZ SARSFIELD	AVENIDA	4	-58,38957669	-34,64410277	Cargas	Cargas	PASAJERO_ACOMPAÑANTE	MASCULINO	33	05/01/2017	1	3	2017	1	5	2017	1	5	jueves	jueves
2017-0029	1	07/03/2017	2:15	MOZART Y TANDIL	CALLE	9	-58,48501341	-34,64742455	Sd	Auto	SD	MASCULINO	34	07/03/2017	1	2	2017	3	7	2017	3	7	martes	martes
2017-0064	1	20/05/2017	5:00	MAIPU Y PERON	CALLE	1	-58,37653284	-34,60582475	Cargas	Auto	PASAJERO_ACOMPAÑANTE	MASCULINO	61	20/05/2017	1	5	2017	5	20	2017	5	20	sabado	sabado
2017-0065	1	22/05/2017	16:00	AV. SUAREZ Y HERRERA	AVENIDA	4	-58,37709334	-34,64035082	Bicicleta	Cargas	CICLISTA	MASCULINO	21	22/05/2017	1	16	2017	5	22	2017	5	22	lunes	lunes
2017-0074	1	04/06/2017	12:50	CASCO 133	CALLE	9	-58,52567073	-34,63787791	Sd	Sd	SD	MASCULINO	70	04/06/2017	1	12	2017	6	4	2017	6	4	domingo	domingo
2017-0089	1	13/07/2017	12:05	MARTINIANO LEGUIZAMON 901	CALLE	9	-58,51514709	-34,64787051	Sd	Auto	SD	MASCULINO	23	13/07/2017	2	12	2017	7	13	2017	7	13	jueves	jueves
2017-0094	1	27/07/2017	8:50	VICTOR HUGO 2639	CALLE	10	-58,52640838	-34,61765855	Bicicleta	Cargas	CICLISTA	FEMENINO	56	27/07/2017	2	8	2017	7	27	2017	7	27	jueves	jueves
2017-0099	1	17/08/2017	19:45	AV. PTE FIGUEROA ALCORTA 5400	AVENIDA	14	-58,42406784	-34,56213916	Bicicleta	Auto	CICLISTA	MASCULINO	28	17/08/2017	2	19	2017	8	17	2017	8	17	jueves	jueves
2017-0152	1	06/12/2017	17:30	CACHI Y TRAFUL	CALLE	4	-58,41146277	-34,65073916	Bicicleta	Pasajeros	CICLISTA	MASCULINO	19	06/12/2017	2	17	2017	12	6	2017	12	6	miercoles	miercoles
2017-0155	1	12/12/2017	21:25	AV. RIVADAVIA 6350	AVENIDA	7	-58,45593915	-34,62656868	Sd	Moto	SD	MASCULINO	77	12/12/2017	2	21	2017	12	12	2017	12	12	martes	martes
2018-0002	1	03/01/2018	16:40	Peru 937	CALLE	1	-58,37456088	-34,61895467	Bicicleta	Pasajeros	CICLISTA	FEMENINO	26	03/01/2018	1	16	2018	1	3	2018	1	3	miercoles	miercoles
2018-0006	1	10/01/2018	21:15	Valle y Barco Centenera Del	CALLE	6	-58,44062219	-34,62499107	Bicicleta	Pasajeros	CICLISTA	FEMENINO	45	10/01/2018	1	21	2018	1	10	2018	1	10	miercoles	miercoles
2018-0067	1	29/06/2018	16:15	Montes De Oca, Manuel y Finochietto Enrique Dr.	AVENIDA	4	-58,37724226	-34,62973033	Pasajeros	Auto	PASAJERO_ACOMPAÑANTE	FEMENINO	81	06/07/2018	1	16	2018	6	29	2018	7	6	viernes	viernes
2018-0069	1	04/07/2018	21:45	Córdoba Av. 2215	AVENIDA	2	-58,39897064	-34,59954925	Bicicleta	Pasajeros	CICLISTA	MASCULINO	20	04/07/2018	2	21	2018	7	4	2018	7	4	miercoles	miercoles
2018-0124	1	15/11/2018	19:40	AU Perito Moreno y Reservistas Argentinos	AUTOPISTA	9	-58,52144411	-34,63682499	Cargas	Cargas	CONDUCTOR	MASCULINO	44	15/11/2018	2	19	2018	11	15	2018	11	15	jueves	jueves
2018-0138	1	21/12/2018	9:30	Bermudez 1893	CALLE	10	-58,50751833	-34,62073702	Pasajeros	Pasajeros	PASAJERO_ACOMPAÑANTE	FEMENINO	79	21/12/2018	2	9	2018	12	21	2018	12	21	viernes	viernes
2018-0142	1	25/12/2018	13:30	PAZ, GRAL. AV. 5172	AVENIDA	12	-58,50997604	-34,57251072	Cargas	Pasajeros	PASAJERO_ACOMPAÑANTE	MASCULINO	32	01/01/2019	2	13	2018	12	25	2019	1	1	martes	martes
2019-0027	1	28/03/2019	11:11	SANTA FE AV. Y AZCUENAGA	AVENIDA	2	-58,39990285	-34,59511714	Bicicleta	Multiple	CICLISTA	MASCULINO	37	28/03/2019	1	11	2019	3	28	2019	3	28	jueves	jueves
2019-0031	1	12/04/2019	19:55	CORDOBA AV. Y MADERO, EDUARDO AV.	AVENIDA	1	-58,36951669	-34,59832047	Bicicleta	Cargas	CICLISTA	MASCULINO	20	12/04/2019	1	19	2019	4	12	2019	4	12	viernes	viernes
2019-0043	1	21/05/2019	9:00	CORDOBA AV. Y MADERO, EDUARDO AV.	AVENIDA	1	-58,36951669	-34,59832047	Bicicleta	Cargas	CICLISTA	FEMENINO	42	21/05/2019	1	9	2019	5	21	2019	5	21	martes	martes
2019-0082	1	25/09/2019	7:45	RABANAL, FRANCISCO, INTENDENTE AV. 2428	AVENIDA	8	-58,42985146	-34,6611974	Bicicleta	Cargas	CICLISTA	MASCULINO	47	25/09/2019	2	7	2019	9	25	2019	9	25	miercoles	miercoles
2019-0084	1	27/09/2019	11:45	TANDIL Y LA FUENTE	CALLE	7	-58,46572884	-34,63628186	Bicicleta	Cargas	CICLISTA	FEMENINO	40	27/09/2019	2	11	2019	9	27	2019	9	27	viernes	viernes
2019-0085	1	09/10/2019	22:18	CARDOSO Y BACACAY	CALLE	10	-58,49261744	-34,6341913	Bicicleta	Tren	CICLISTA	MASCULINO	20	09/10/2019	2	22	2019	10	9	2019	10	9	miercoles	miercoles
2019-0093	1	13/11/2019	11:50	NIZA Y JUSTO, JUAN B. AV.	AVENIDA	11	-58,46483679	-34,60907662	Bicicleta	Otro	CICLISTA	MASCULINO	16	13/11/2019	2	11	2019	11	13	2019	11	13	miercoles	miercoles
2019-0098	1	25/11/2019	14:00	GUZMAN 365	AVENIDA	15	-58,45134029	-34,58984288	Pasajeros	Pasajeros	PASAJERO_ACOMPAÑANTE	FEMENINO	61	29/11/2019	2	14	2019	11	25	2019	11	29	lunes	viernes
2020-0052	1	07/11/2020	6:50	TUCUMAN Y PUEYRREDON AV.	AVENIDA	3	-58,40480504	-34,60183884	Bicicleta	Cargas	CICLISTA	MASCULINO	44	07/11/2020	2	6	2020	11	7	2020	11	7	sabado	sabado
2020-0054	1	19/11/2020	9:00	INCLAN Y ALBERTI	CALLE	4	-58,39956546	-34,6297708	Bicicleta	Auto	CICLISTA	MASCULINO	59	23/11/2020	2	9	2020	11	19	2020	11	23	jueves	lunes
2020-0062	1	04/12/2020	17:19	MORENO 1845	CALLE	3	-58,39246272	-34,61253541	Bicicleta	Pasajeros	CICLISTA	MASCULINO	47	04/12/2020	2	17	2020	12	4	2020	12	4	viernes	viernes
2020-0072	1	19/12/2020	3:30	JUJUY AV. Y CARLOS, CALVO	AVENIDA	3	-58,40280471	-34,62113271	Bicicleta	Auto	CICLISTA	MASCULINO	42	19/12/2020	2	3	2020	12	19	2020	12	19	sabado	sabado
2020-0078	1	25/12/2020	5:50	BARCO CENTENERA DEL 1118	CALLE	7	-58,43706741	-34,63217813	Bicicleta	Pasajeros	CICLISTA	MASCULINO	26	25/12/2020	2	5	2020	12	25	2020	12	25	viernes	viernes
2021-0022	1	28/02/2021	12:00	DEL LIBERTADOR AV. Y ROOSEVELT FRANKLIN D.	AVENIDA	13	-58,45157681	-34,55217303	Pasajeros	Sd	PASAJERO_ACOMPAÑANTE	MASCULINO	68	06/03/2021	1	12	2021	2	28	2021	3	6	domingo	sabado
2021-0024	1	03/03/2021	16:30	PERON, EVA AV. y PIEDRA BUENA AV	AVENIDA	9	-58,49573651	-34,67006054	Bicicleta	Cargas	CICLISTA	MASCULINO	5	03/03/2021	1	16	2021	3	3	2021	3	3	miercoles	miercoles
2021-0039	1	15/05/2021	12:09	OLIDEN Y ALBERDI, JUAN BAUTISTA AV.	AVENIDA	9	-58,50407099	-34,65303372	Bicicleta	Auto	CICLISTA	MASCULINO	86	05/06/2021	1	12	2021	5	15	2021	6	5	sabado	sabado
2021-0048	1	03/06/2021	9:58	CAPDEVILLA Y CONGRESO AV.	AVENIDA	12	-58,49026573	-34,5698141	Bicicleta	Auto	CICLISTA	MASCULINO	44	23/06/2021	1	9	2021	6	3	2021	6	23	jueves	miercoles
2021-0056	1	09/07/2021	23:25	CORRALES Y MORENO, PERITO AV.	AVENIDA	4	-58,42473018	-34,6500828	Bicicleta	Auto	CICLISTA	MASCULINO	60	09/07/2021	2	23	2021	7	9	2021	7	9	viernes	viernes
2021-0073	1	18/09/2021	12:20	DEL LIBERTADOR AV. Y AGOTE, LUIS DR.	AVENIDA	2	-58,39391034	-34,58405348	Bicicleta	Auto	CICLISTA	FEMENINO	76	18/09/2021	2	12	2021	9	18	2021	9	18	sabado	sabado
2021-0097	1	18/11/2021	6:10	PADRE CARLOS MUJICA 709	CALLE	1	-58,37976155	-34,58679619	Bicicleta	Auto	CICLISTA	MASCULINO	53	19/11/2021	2	6	2021	11	18	2021	11	19	jueves	viernes
2016-0041	2	29/03/2016	11:00	AV DIRECTORIO Y RIVERA INDARTE	AVENIDA	7	-58,4607655	-34,63350444	Moto	Cargas	CONDUCTOR	MASCULINO	54	29/03/2016	1	11	2016	3	29	2016	3	29	martes	martes
2016-0041	2	29/03/2016	11:00	AV DIRECTORIO Y RIVERA INDARTE	AVENIDA	7	-58,4607655	-34,63350444	Moto	Cargas	PASAJERO_ACOMPAÑANTE	MASCULINO	42	30/03/2016	1	11	2016	3	29	2016	3	30	martes	miercoles
2016-0126	2	18/09/2016	22:45	IRIGOYEN Y TINOGASTA	CALLE	10	-58,52572109	-34,62125906	Auto	Cargas	CONDUCTOR	MASCULINO	37	18/09/2016	2	22	2016	9	18	2016	9	18	domingo	domingo
2016-0126	2	18/09/2016	22:45	IRIGOYEN Y TINOGASTA	CALLE	10	-58,52572109	-34,62125906	Auto	Cargas	PASAJERO_ACOMPAÑANTE	MASCULINO	60	18/09/2016	2	22	2016	9	18	2016	9	18	domingo	domingo
2017-0026	2	26/02/2017	5:15	AV. PERITO MORENO Y FOURNIER	AVENIDA	4	-58,41842777	-34,64979057	Auto	Objeto Fijo	PASAJERO_ACOMPAÑANTE	FEMENINO	23	26/02/2017	1	5	2017	2	26	2017	2	26	domingo	domingo
2017-0026	2	26/02/2017	5:15	AV. PERITO MORENO Y FOURNIER	AVENIDA	4	-58,41842777	-34,64979057	Auto	Objeto Fijo	CONDUCTOR	MASCULINO	19	26/02/2017	1	5	2017	2	26	2017	2	26	domingo	domingo
2017-0035	3	23/03/2017	5:00	AV. DR. TRISTAN ACHAVAL RODRIGUEZ Y BLVD. AZUCENA VILLAFLOR	AVENIDA	1	-58,35881506	-34,61113641	Auto	Objeto Fijo	CONDUCTOR	MASCULINO	28	23/03/2017	1	5	2017	3	23	2017	3	23	jueves	jueves
2017-0035	3	23/03/2017	5:00	AV. DR. TRISTAN ACHAVAL RODRIGUEZ Y BLVD. AZUCENA VILLAFLOR	AVENIDA	1	-58,35881506	-34,61113641	Auto	Objeto Fijo	PASAJERO_ACOMPAÑANTE	MASCULINO	32	23/03/2017	1	5	2017	3	23	2017	3	23	jueves	jueves
2017-0035	3	23/03/2017	5:00	AV. DR. TRISTAN ACHAVAL RODRIGUEZ Y BLVD. AZUCENA VILLAFLOR	AVENIDA	1	-58,35881506	-34,61113641	Auto	Objeto Fijo	PASAJERO_ACOMPAÑANTE	MASCULINO	30	23/03/2017	1	5	2017	3	23	2017	3	23	jueves	jueves
2017-0036	2	29/03/2017	18:00	CURUPAYTI Y COLECTORA AV. GRAL. PAZ	AVENIDA	12	-58,51452347	-34,58159762	Moto	Pasajeros	PASAJERO_ACOMPAÑANTE	FEMENINO	42	29/03/2017	1	18	2017	3	29	2017	3	29	miercoles	miercoles
2017-0036	2	29/03/2017	18:00	CURUPAYTI Y COLECTORA AV. GRAL. PAZ	AVENIDA	12	-58,51452347	-34,58159762	Moto	Pasajeros	CONDUCTOR	MASCULINO	20	29/03/2017	1	18	2017	3	29	2017	3	29	miercoles	miercoles
2017-0108	2	02/09/2017	4:53	AV. GRAL. PAZ Y MACHAIN	AVENIDA	12	-58,49491054	-34,54795581	Objeto Fijo	Auto	PASAJERO_ACOMPAÑANTE	MASCULINO	17	02/09/2017	2	4	2017	9	2	2017	9	2	sabado	sabado
2017-0108	2	02/09/2017	4:53	AV. GRAL. PAZ Y MACHAIN	AVENIDA	12	-58,49491054	-34,54795581	Objeto Fijo	Auto	PASAJERO_ACOMPAÑANTE	MASCULINO	10	02/09/2017	2	4	2017	9	2	2017	9	2	sabado	sabado
2017-0112	2	10/09/2017	9:32	AU 25 DE MAYO Y AV. VARELA	AUTOPISTA	7	-58,45807401	-34,6399743	Auto	Objeto Fijo	PASAJERO_ACOMPAÑANTE	MASCULINO	1	10/09/2017	2	9	2017	9	10	2017	9	10	domingo	domingo
2017-0112	2	10/09/2017	9:32	AU 25 DE MAYO Y AV. VARELA	AUTOPISTA	7	-58,45807401	-34,6399743	Auto	Objeto Fijo	PASAJERO_ACOMPAÑANTE	MASCULINO	42	13/09/2017	2	9	2017	9	10	2017	9	13	domingo	miercoles
2017-0126	2	14/10/2017	6:15	AV. RIESTRA Y CAÑADA DE GOMEZ	AVENIDA	8	-58,48003734	-34,68148508	Auto	Objeto Fijo	PASAJERO_ACOMPAÑANTE	MASCULINO	39	14/10/2017	2	6	2017	10	14	2017	10	14	sabado	sabado
2017-0126	2	14/10/2017	6:15	AV. RIESTRA Y CAÑADA DE GOMEZ	AVENIDA	8	-58,48003734	-34,68148508	Auto	Objeto Fijo	CONDUCTOR	MASCULINO	36	14/10/2017	2	6	2017	10	14	2017	10	14	sabado	sabado
2017-0153	2	11/12/2017	2:00	ROSARIO Y AV. LA PLATA	AVENIDA	6	-58,42855267	-34,61829385	Moto	Pasajeros	PASAJERO_ACOMPAÑANTE	MASCULINO	42	12/12/2017	2	2	2017	12	11	2017	12	12	lunes	martes
2017-0153	2	11/12/2017	2:00	ROSARIO Y AV. LA PLATA	AVENIDA	6	-58,42855267	-34,61829385	Moto	Pasajeros	CONDUCTOR	MASCULINO	30	12/12/2017	2	2	2017	12	11	2017	12	12	lunes	martes
2018-0015	2	06/02/2018	1:00	Australia Av. 2800	AVENIDA	4	-58,38636298	-34,64684275	Moto	Pasajeros	CONDUCTOR	MASCULINO	28	06/02/2018	1	1	2018	2	6	2018	2	6	martes	martes
2018-0015	2	06/02/2018	1:00	Australia Av. 2800	AVENIDA	4	-58,38636298	-34,64684275	Moto	Pasajeros	PASAJERO_ACOMPAÑANTE	MASCULINO	19	06/02/2018	1	1	2018	2	6	2018	2	6	martes	martes
2018-0026	2	09/03/2018	4:45	Rabanal, Francisco, Intendente Av. y Saenz Av.	AVENIDA	4	-58,41657793	-34,65476216	Movil	Cargas	CONDUCTOR	MASCULINO	24	09/03/2018	1	4	2018	3	9	2018	3	9	viernes	viernes
2018-0026	2	09/03/2018	4:45	Rabanal, Francisco, Intendente Av. y Saenz Av.	AVENIDA	4	-58,41657793	-34,65476216	Movil	Cargas	PASAJERO_ACOMPAÑANTE	MASCULINO	30	09/03/2018	1	4	2018	3	9	2018	3	9	viernes	viernes
2018-0038	2	20/04/2018	17:10	AV. RIVADAVIA 1571	AVENIDA	1	-58,38872177	-34,60885045	Peaton	Auto	PEATON	FEMENINO	59	20/04/2018	1	17	2018	4	20	2018	4	20	viernes	viernes
2018-0038	2	20/04/2018	17:10	AV. RIVADAVIA 1571	AVENIDA	1	-58,38872177	-34,60885045	Peaton	Auto	PEATON	MASCULINO	61	20/04/2018	1	17	2018	4	20	2018	4	20	viernes	viernes
2018-0085	2	03/08/2018	18:16	Entre Rios Av. y Garay, Juan De Av.	AVENIDA	3	-58,39118948	-34,62704273	Moto	Pasajeros	PASAJERO_ACOMPAÑANTE	FEMENINO	22	03/08/2018	2	18	2018	8	3	2018	8	3	viernes	viernes
2018-0085	2	03/08/2018	18:16	Entre Rios Av. y Garay, Juan De Av.	AVENIDA	3	-58,39118948	-34,62704273	Moto	Pasajeros	CONDUCTOR	MASCULINO	30	03/08/2018	2	18	2018	8	3	2018	8	3	viernes	viernes
2018-0098	2	09/09/2018	5:00	Av. Gral. Paz e/ Ferre y Beron de Astrada	AVENIDA	8	-58,47199387	-34,69640164	Auto	Auto	CONDUCTOR	MASCULINO	55	09/09/2018	2	5	2018	9	9	2018	9	9	domingo	domingo
2018-0098	2	09/09/2018	5:00	Av. Gral. Paz e/ Ferre y Beron de Astrada	AVENIDA	8	-58,47199387	-34,69640164	Auto	Auto	PASAJERO_ACOMPAÑANTE	MASCULINO	54	09/09/2018	2	5	2018	9	9	2018	9	9	domingo	domingo
2018-0128	2	25/11/2018	4:30	Paz, Gral. Av. 11200	AVENIDA	9	-58,52844623	-34,64592873	Auto	Pasajeros	PASAJERO_ACOMPAÑANTE	MASCULINO	49	25/11/2018	2	4	2018	11	25	2018	11	25	domingo	domingo
2018-0128	2	25/11/2018	4:30	Paz, Gral. Av. 11200	AVENIDA	9	-58,52844623	-34,64592873	Auto	Pasajeros	PASAJERO_ACOMPAÑANTE	FEMENINO	39	25/11/2018	2	4	2018	11	25	2018	11	25	domingo	domingo
2019-0010	2	02/02/2019	7:50	DEL LIBERTADOR AV. 4100	AVENIDA	14	-58,42668489	-34,56961468	Peaton	Auto	PEATON	MASCULINO	42	02/02/2019	1	7	2019	2	2	2019	2	2	sabado	sabado
2019-0010	2	02/02/2019	7:50	DEL LIBERTADOR AV. 4100	AVENIDA	14	-58,42668489	-34,56961468	Peaton	Auto	PEATON	MASCULINO	59	02/02/2019	1	7	2019	2	2	2019	2	2	sabado	sabado
2020-0038	2	30/08/2020	4:00	LAS HERAS GENERAL AV. Y DIAZ, CNEL. AV.	AVENIDA	14	-58,40617526	-34,58345898	Auto	Auto	CONDUCTOR	MASCULINO	46	30/08/2020	2	4	2020	8	30	2020	8	30	domingo	domingo
2020-0038	2	30/08/2020	4:00	LAS HERAS GENERAL AV. Y DIAZ, CNEL. AV.	AVENIDA	14	-58,40617526	-34,58345898	Auto	Auto	CONDUCTOR	MASCULINO	64	30/08/2020	2	4	2020	8	30	2020	8	30	domingo	domingo
2020-0063	2	05/12/2020	7:10	NUEVA YORK Y ALTA GRACIA	CALLE	11	-58,52783814	-34,61047001	Peaton_Moto	Moto	PEATON	MASCULINO	38	05/12/2020	2	7	2020	12	5	2020	12	5	sabado	sabado
2020-0063	2	05/12/2020	7:10	NUEVA YORK Y ALTA GRACIA	CALLE	11	-58,52783814	-34,61047001	Peaton_Moto	Moto	PASAJERO_ACOMPAÑANTE	MASCULINO	21	05/12/2020	2	7	2020	12	5	2020	12	5	sabado	sabado
2020-0077	2	25/12/2020	6:40	SAN MARTIN AV. Y PUNTA ARENAS	AVENIDA	15	-58,47220945	-34,60111373	Moto	Auto	CONDUCTOR	FEMENINO	30	25/12/2020	2	6	2020	12	25	2020	12	25	viernes	viernes
2020-0077	2	25/12/2020	6:40	SAN MARTIN AV. Y PUNTA ARENAS	AVENIDA	15	-58,47220945	-34,60111373	Moto	Auto	PASAJERO_ACOMPAÑANTE	FEMENINO	24	25/12/2020	2	6	2020	12	25	2020	12	25	viernes	viernes
