Id	N_Victimas	Fecha_Siniestro	Hora	Lugar_Del_Hecho	Tipo_De_Calle	Comuna	Pos_X	Pos_Y	Victima	Acusado	Rol	Sexo	Edad	Fecha_Fallecimiento	Semestre	Hora_Siniestro	Anio_Siniestro	Mes_Siniestro	Dia_Siniestro	Anio_Fallecimiento	Mes_Fallecimiento	Dia_Fallecimiento	Dia_Semana_Siniestro	Dia_Semana_Fallecimiento
2019-0026	1	28/03/2019	7:32	FERNANDEZ DE LA CRUZ, F. , GRAL. AV. Y LARRAZABAL	AVENIDA	8	-58,47976785	-34,69153196	Peaton	Pasajeros	PEATON	MASCULINO	42	28/03/2019	1	7	2019	3	28	2019	3	28	jueves	jueves
2019-0028	1	06/04/2019	9:15	JUSTO, JUAN B. AV. y OROÑO, NICASIO	AVENIDA	11	-58,46051346	-34,60588536	Peaton	Pasajeros	PEATON	FEMENINO	42	06/04/2019	1	9	2019	4	6	2019	4	6	sabado	sabado
2019-0062	1	01/08/2019	23:00	PINO, VIRREY DEL Y CAMPOS, LUIS M. AV.	AVENIDA	13	-58,44462132	-34,56201105	Peaton	Pasajeros	PEATON	FEMENINO	60	02/08/2019	2	23	2019	8	1	2019	8	2	jueves	viernes
2019-0081	1	23/09/2019	16:00	ELCANO AV. 4300	AVENIDA	15	-58,46141281	-34,58623761	Peaton	Pasajeros	PEATON	MASCULINO	67	07/10/2019	2	16	2019	9	23	2019	10	7	lunes	lunes
2019-0088	1	22/10/2019	20:00	ALCORTA, AMANCIO AV. Y BONAVENA, OSCAR NATALIO	AVENIDA	4	-58,40623949	-34,65076549	Peaton	Pasajeros	PEATON	MASCULINO	27	22/10/2019	2	20	2019	10	22	2019	10	22	martes	martes
2019-0091	1	01/11/2019	20:50	JUSTO, JUAN B. AV. Y CAMARGO	AVENIDA	15	-58,44551437	-34,59559816	Peaton	Pasajeros	PEATON	MASCULINO	35	01/11/2019	2	20	2019	11	1	2019	11	1	viernes	viernes
2019-0096	1	22/11/2019	19:33	CASEROS AV. Y PIEDRAS	AVENIDA	1	-58,37560352	-34,62726382	Peaton	Pasajeros	PEATON	MASCULINO	73	22/11/2019	2	19	2019	11	22	2019	11	22	viernes	viernes
2020-0004	1	14/01/2020	21:40	RODRIGUEZ PEÑA Y RIVADAVIA AV.	AVENIDA	1	-58,39055614	-34,60919284	Peaton	Pasajeros	PEATON	MASCULINO	82	15/01/2020	1	21	2020	1	14	2020	1	15	martes	miercoles
2020-0016	1	29/02/2020	13:00	ALEM,LEANDRO N. AV. 770	AVENIDA	1	-58,37133616	-34,59879316	Peaton	Pasajeros	PEATON	MASCULINO	68	09/03/2020	1	13	2020	2	29	2020	3	9	sabado	lunes
2020-0028	1	19/05/2020	10:00	SCALABRINI ORTIZ, RAUL AV. Y WARNES AV.	AVENIDA	15	-58,44248936	-34,60221948	Peaton	Pasajeros	PEATON	MASCULINO	91	23/05/2020	1	10	2020	5	19	2020	5	23	martes	sabado
2020-0029	1	10/06/2020	14:00	PAZ, GRAL. AV. y ROFFO, ANGEL H., DR.	AVENIDA	9	-58,52909134	-34,63886726	Peaton	Pasajeros	PEATON	MASCULINO	80	12/06/2020	1	14	2020	6	10	2020	6	12	miercoles	viernes
2020-0042	1	29/09/2020	17:10	DIAZ, ANA Y SOLDADO DE LA FRONTERA AV.	AVENIDA	8	-58,46745752	-34,68192648	Peaton	Pasajeros	PEATON	FEMENINO	53	29/09/2020	2	17	2020	9	29	2020	9	29	martes	martes
2020-0043	1	30/09/2020	17:20	ALEM, LEANDRO N. AV. Y PARAGUAY	AVENIDA	1	-58,37202621	-34,59717942	Peaton	Pasajeros	PEATON	MASCULINO	64	30/09/2020	2	17	2020	9	30	2020	9	30	miercoles	miercoles
2020-0067	1	11/12/2020	22:00	SAENZ AV. Y BEAZLEY	AVENIDA	4	-58,41657793	-34,65476216	Peaton	Pasajeros	PEATON	MASCULINO	51	11/12/2020	2	22	2020	12	11	2020	12	11	viernes	viernes
2020-0070	1	17/12/2020	15:35	CALLAO AV. Y LAS HERAS, GENERAL	AVENIDA	2	-58,39189441	-34,59176378	Peaton	Pasajeros	PEATON	FEMENINO	81	22/12/2020	2	15	2020	12	17	2020	12	22	jueves	martes
2020-0075	1	23/12/2020	14:00	CORRIENTES AV. Y 9 DE JULIO AV.	AVENIDA	1	-58,38220928	-34,60373898	Peaton	Pasajeros	PEATON	MASCULINO	23	23/12/2020	2	14	2020	12	23	2020	12	23	miercoles	miercoles
2021-0008	1	22/01/2021	23:30	SAENZ AV. Y RABANAL, FRANCISCO, INTENDENTE AV.	AVENIDA	4	-58,41657793	-34,65476216	Peaton	Pasajeros	PEATON	MASCULINO	28	22/01/2021	1	23	2021	1	22	2021	1	22	viernes	viernes
2021-0028	1	29/03/2021	17:20	COREA AV. y TORRES Y TENORIO, PRES	AVENIDA	7	-58,44147621	-34,64357704	Peaton	Pasajeros	PEATON	MASCULINO	42	29/03/2021	1	17	2021	3	29	2021	3	29	lunes	lunes
2021-0037	1	11/05/2021	7:10	MONROE Y BALBIN, RICARDO, DR. AV.	AVENIDA	13	-58,46649069	-34,56219075	Peaton	Pasajeros	PEATON	FEMENINO	58	11/05/2021	1	7	2021	5	11	2021	5	11	martes	martes
2021-0041	1	20/05/2021	8:30	DEL LIBERTADOR AV. Y CASARES AV.	AVENIDA	14	-58,40986646	-34,5772806	Peaton	Pasajeros	PEATON	MASCULINO	75	20/05/2021	1	8	2021	5	20	2021	5	20	jueves	jueves
2021-0042	1	21/05/2021	5:00	RIVADAVIA AV. 10900	AVENIDA	9	-58,51739138	-34,63931792	Peaton	Pasajeros	PEATON	MASCULINO	39	21/05/2021	1	5	2021	5	21	2021	5	21	viernes	viernes
2021-0060	1	22/07/2021	12:30	SALGUERO, JERONIMO Y RIVADAVIA AV.	AVENIDA	5	-58,41971993	-34,6111224	Peaton	Pasajeros	PEATON	FEMENINO	80	22/07/2021	2	12	2021	7	22	2021	7	22	jueves	jueves
2021-0065	1	06/08/2021	8:30	Av. SAN JUAN Y AV. LA PLATA	AVENIDA	6	-58,42675754	-34,6269973	Peaton	Pasajeros	PEATON	FEMENINO	63	10/08/2021	2	8	2021	8	6	2021	8	10	viernes	martes
2021-0066	1	06/08/2021	20:00	Av. LOPE DE VEGA Y AV. GRAL. PAZ	AVENIDA	11	-58,52933723	-34,61098186	Peaton	Pasajeros	PEATON	MASCULINO	59	09/08/2021	2	20	2021	8	6	2021	8	9	viernes	lunes
2021-0086	1	25/11/2021	10:10	RIVADAVIA AV. Y PUAN	AVENIDA	6	-58,44864864	-34,62352826	Peaton	Pasajeros	PEATON	MASCULINO	75	25/11/2021	2	10	2021	11	25	2021	11	25	jueves	jueves
2021-0090	1	10/12/2021	11:45	AV. 9 DE JULIO Y LAVALLE	AVENIDA	1	-58,38188582	-34,60256036	Peaton	Pasajeros	PEATON	MASCULINO	73	03/01/2022	2	11	2021	12	10	2022	1	3	viernes	lunes
2016-0002	1	02/01/2016	1:15	AV GRAL PAZ  Y AV DE LOS CORRALES	AVENIDA	9	-58,50877521	-34,66977709	Auto	Pasajeros	CONDUCTOR	MASCULINO	70	02/01/2016	1	1	2016	1	2	2016	1	2	sabado	sabado
2016-0021	1	17/02/2016	23:35	AV DIRECTORIO Y CURAPALIGUE	AVENIDA	7	-58,45157703	-34,63063795	Auto	Auto	CONDUCTOR	MASCULINO	34	17/02/2016	1	23	2016	2	17	2016	2	17	miercoles	miercoles
2016-0025	1	28/02/2016	4:50	AV GRAL PAZ Y AV 27 DE FEBRERO	AVENIDA	8	-58,46244952	-34,70524971	Auto	Auto	PASAJERO_ACOMPAÑANTE	MASCULINO	34	28/02/2016	1	4	2016	2	28	2016	2	28	domingo	domingo
2016-0026	1	28/02/2016	7:30	HOLMBERG Y VEDIA	CALLE	12	-58,49216191	-34,54738649	Auto	Objeto Fijo	CONDUCTOR	MASCULINO	30	04/03/2016	1	7	2016	2	28	2016	3	4	domingo	viernes
2016-0027	1	28/02/2016	9:35	CURAPALIGUE Y AVELINO DIAZ	AVENIDA	7	-58,44497874	-34,63852623	Auto	Auto	PASAJERO_ACOMPAÑANTE	MASCULINO	34	28/02/2016	1	9	2016	2	28	2016	2	28	domingo	domingo
2016-0069	1	23/05/2016	3:30	AV ENTRE RIOS Y PASAJE FILIBERTO	AVENIDA	3	-58,39118948	-34,62704273	Auto	Cargas	CONDUCTOR	MASCULINO	30	23/05/2016	1	3	2016	5	23	2016	5	23	lunes	lunes
2016-0074	1	12/06/2016	6:40	AV GRAL PAZ Y RODOLFO SCAPINO	AVENIDA	8	-58,49896559	-34,67732118	Auto	Auto	CONDUCTOR	MASCULINO	60	12/06/2016	1	6	2016	6	12	2016	6	12	domingo	domingo
2016-0079	1	16/06/2016	17:13	AV DEL LIBERTADOR Y AV GUILLERMO UDAONDO	AVENIDA	13	-58,45504154	-34,54864492	Auto	Auto	CONDUCTOR	FEMENINO	51	16/06/2016	1	17	2016	6	16	2016	6	16	jueves	jueves
2016-0080	1	18/06/2016	6:42	AV GRAL PAZ Y AV RIVADAVIA	AVENIDA	9	-58,52927982	-34,63931752	Auto	Sd	CONDUCTOR	MASCULINO	60	18/06/2016	1	6	2016	6	18	2016	6	18	sabado	sabado
2016-0093	1	17/07/2016	3:30	AV JUAN B ALBERDI Y EMILIO MITRE	AVENIDA	6	-58,44362126	-34,62301748	Auto	Auto	CONDUCTOR	MASCULINO	35	19/07/2016	2	3	2016	7	17	2016	7	19	domingo	martes
2016-0109	1	24/08/2016	5:45	AUTOPISTA PERITO MORENO Y BARRAGAN	AUTOPISTA	9	-58,52280139	-34,63659934	Auto	Objeto Fijo	CONDUCTOR	FEMENINO	53	24/08/2016	2	5	2016	8	24	2016	8	24	miercoles	miercoles
2016-0117	1	03/09/2016	15:30	AV DEL LIBERTADOR Y TAGLE	AVENIDA	14	-58,39936478	-34,58271474	Auto	Auto	CONDUCTOR	MASCULINO	43	03/09/2016	2	15	2016	9	3	2016	9	3	sabado	sabado
2016-0118	1	04/09/2016	3:30	AUTOPISTA 1 SUR PTE ARTURO FRONDIZI KM 2.9	AUTOPISTA	1	-58,37936704	-34,62694503	Auto	Auto	CONDUCTOR	MASCULINO	27	04/09/2016	2	3	2016	9	4	2016	9	4	domingo	domingo
2016-0132	1	10/10/2016	2:30	AV SAN JUAN Y 24 DE NOVIEMBRE	AVENIDA	3	-58,41036975	-34,62477021	Auto	Pasajeros	PASAJERO_ACOMPAÑANTE	MASCULINO	30	10/10/2016	2	2	2016	10	10	2016	10	10	lunes	lunes
2016-0159	1	04/12/2016	7:21	AV 27 DE FEBRERO Y AV ESCALADA	AVENIDA	8	-58,44451316	-34,68475866	Auto	Sd	CONDUCTOR	MASCULINO	23	04/12/2016	2	7	2016	12	4	2016	12	4	domingo	domingo
2016-0164	1	11/12/2016	6:16	AV LA PLATA Y CNEL GREGORIO POMAR	AVENIDA	4	-58,42323628	-34,64119105	Auto	Auto	CONDUCTOR	MASCULINO	29	11/12/2016	2	6	2016	12	11	2016	12	11	domingo	domingo
2017-0030	1	07/03/2017	8:00	MOZART Y COLECTORA AV. TTE. LUIS J DELLEPIANE	AVENIDA	9	-58,47010988	-34,65872088	Auto	Pasajeros	CONDUCTOR	FEMENINO	27	07/03/2017	1	8	2017	3	7	2017	3	7	martes	martes
2017-0031	1	11/03/2017	1:30	24 DE NOVIEMBRE Y PAVON	CALLE	3	-58,4099756	-34,62873635	Auto	Objeto Fijo	PASAJERO_ACOMPAÑANTE	MASCULINO	70	11/03/2017	1	1	2017	3	11	2017	3	11	sabado	sabado
2017-0032	1	12/03/2017	5:00	AV. GRAL. PAZ Y PEDRO DE MENDOZA	AVENIDA	8	-58,48892175	-34,68359163	Auto	Auto	PASAJERO_ACOMPAÑANTE	FEMENINO	40	12/03/2017	1	5	2017	3	12	2017	3	12	domingo	domingo
2017-0033	1	12/03/2017	7:30	AV. GRAL. PAZ KM. 10	AVENIDA	11	-58,52466448	-34,60325478	Auto	Auto	CONDUCTOR	MASCULINO	28	12/03/2017	1	7	2017	3	12	2017	3	12	domingo	domingo
2017-0040	1	03/04/2017	9:40	CAMINO CIUDAD UNUVERSITARIA Y AV. TTE. GUIRALDES	AVENIDA	13	-58,43834197	-34,54560369	Auto	Multiple	CONDUCTOR	MASCULINO	43	03/04/2017	1	9	2017	4	3	2017	4	3	lunes	lunes
2017-0055	1	09/05/2017	8:30	AV. DE LOS CONSTITUYENTES 4900	AVENIDA	12	-58,49563989	-34,57962262	Auto	Auto	CONDUCTOR	MASCULINO	32	09/05/2017	1	8	2017	5	9	2017	5	9	martes	martes
2017-0072	1	03/06/2017	23:20	AV. DE LOS CONSTITUYENTES Y VALLEJOS	AVENIDA	12	-58,49175088	-34,58226957	Auto	Auto	CONDUCTOR	MASCULINO	25	03/06/2017	1	23	2017	6	3	2017	6	3	sabado	sabado
2017-0114	1	15/09/2017	2:30	AV. ALVEAR Y AV. DEL LIBERTADOR	AVENIDA	2	-58,3910058	-34,5849866	Auto	Objeto Fijo	CONDUCTOR	MASCULINO	26	15/09/2017	2	2	2017	9	15	2017	9	15	viernes	viernes
2017-0130	1	27/10/2017	5:30	CHORROARIN Y AV. SAN MARTIN	AVENIDA	15	-58,47883099	-34,59967065	Auto	Cargas	CONDUCTOR	MASCULINO	23	27/10/2017	2	5	2017	10	27	2017	10	27	viernes	viernes
2017-0139	1	19/11/2017	22:30	AV. CNEL. ROCA Y AV. ESCALADA	AVENIDA	8	-58,45064148	-34,68003614	Auto	Objeto Fijo	PASAJERO_ACOMPAÑANTE	FEMENINO	15	19/11/2017	2	22	2017	11	19	2017	11	19	domingo	domingo
2017-0143	1	25/11/2017	21:45	TRELLES Y GRAL. CESAR DIAZ	CALLE	11	-58,46442001	-34,60724519	Auto	Pasajeros	CONDUCTOR	MASCULINO	50	25/11/2017	2	21	2017	11	25	2017	11	25	sabado	sabado
2017-0144	1	26/11/2017	6:45	AV. CNEL. ROCA Y COLECTORA AV. GRAL. PAZ	AVENIDA	8	-58,47064556	-34,69843756	Auto	Objeto Fijo	PASAJERO_ACOMPAÑANTE	FEMENINO	50	26/11/2017	2	6	2017	11	26	2017	11	26	domingo	domingo
2017-0157	1	17/12/2017	9:02	AV. GRAL. PAZ Y HUMAITA	AVENIDA	9	-58,52866211	-34,64597065	Auto	Pasajeros	CONDUCTOR	MASCULINO	53	17/12/2017	2	9	2017	12	17	2017	12	17	domingo	domingo
2018-0007	1	11/01/2018	2:30	AU Perito Moreno  KM 0.6	AUTOPISTA	9	-58,52502765	-34,63601265	Auto	Auto	CONDUCTOR	MASCULINO	46	11/01/2018	1	2	2018	1	11	2018	1	11	jueves	jueves
2018-0045	1	30/04/2018	7:00	Alvarez Thomas Av. 879	AVENIDA	13	-58,45448963	-34,5791692	Auto	Cargas	CONDUCTOR	MASCULINO	60	30/04/2018	1	7	2018	4	30	2018	4	30	lunes	lunes
2018-0064	1	25/06/2018	1:15	Varela Av. y Primera Junta	AVENIDA	7	-58,45855262	-34,63953253	Auto	Cargas	CONDUCTOR	MASCULINO	30	25/06/2018	1	1	2018	6	25	2018	6	25	lunes	lunes
2018-0074	1	14/07/2018	6:04	AV. JUAN B. ALBERDI 2968	AVENIDA	7	-58,46941984	-34,63376545	Auto	Cargas	CONDUCTOR	MASCULINO	25	14/07/2018	2	6	2018	7	14	2018	7	14	sabado	sabado
2018-0076	1	16/07/2018	9:30	Chavez, Jorge y Paz, Gral. Av.	CALLE	9	-58,52932872	-34,65014993	Auto	Cargas	CONDUCTOR	MASCULINO	73	16/07/2018	2	9	2018	7	16	2018	7	16	lunes	lunes
2018-0077	1	16/07/2018	23:15	Urquiza, Gral. y Estados Unidos	CALLE	3	-58,40917826	-34,62126274	Auto	Cargas	CONDUCTOR	MASCULINO	58	17/07/2018	2	23	2018	7	16	2018	7	17	lunes	martes
2018-0091	1	19/08/2018	18:47	AU Perito Moreno KM 1.8 ALTURA BARRAGAN SENTIDO PBA	AUTOPISTA	9	-58,52280139	-34,63659934	Auto	Auto	PASAJERO_ACOMPAÑANTE	FEMENINO	23	19/08/2018	2	18	2018	8	19	2018	8	19	domingo	domingo
2018-0095	1	26/08/2018	0:59	Lacarra Av. y Dellepiane, Luis, Tte. Gral.	AVENIDA	9	-58,46739825	-34,65117757	Auto	Auto	PASAJERO_ACOMPAÑANTE	FEMENINO	49	26/08/2018	2	0	2018	8	26	2018	8	26	domingo	domingo
2018-0097	1	02/09/2018	10:50	Av. Varela y Av. Int. Francisco Rabanal	AVENIDA	8	-58,43254025	-34,66128115	Auto	Otro	CONDUCTOR	FEMENINO	35	02/09/2018	2	10	2018	9	2	2018	9	2	domingo	domingo
2018-0101	1	21/09/2018	0:15	Paz, Gral. Av. y Zapiola	AVENIDA	12	-58,48098594	-34,5407313	Auto	Multiple	CONDUCTOR	MASCULINO	42	21/09/2018	2	0	2018	9	21	2018	9	21	viernes	viernes
2018-0122	1	12/11/2018	1:00	AU Dellepiane Luis Tte. Gral. y Larrazabal	AUTOPISTA	8	-58,47743966	-34,67233407	Auto	Auto	CONDUCTOR	MASCULINO	33	12/11/2018	2	1	2018	11	12	2018	11	12	lunes	lunes
2018-0123	1	12/11/2018	3:32	Paz, Gral. Av. y Peron, Eva Av.	AVENIDA	9	-58,5025179	-34,67450313	Auto	Sd	CONDUCTOR	MASCULINO	25	12/11/2018	2	3	2018	11	12	2018	11	12	lunes	lunes
2018-0140	1	22/12/2018	8:05	Julieta Lanteri 1400	CALLE	1	-58,3600465	-34,61381341	Auto	Auto	CONDUCTOR	MASCULINO	78	22/12/2018	2	8	2018	12	22	2018	12	22	sabado	sabado
2019-0002	1	09/01/2019	4:00	CASTAÑARES AV. Y MORENO, PERITO AV.	AVENIDA	7	-58,45463662	-34,65082149	Auto	Cargas	CONDUCTOR	MASCULINO	32	09/01/2019	1	4	2019	1	9	2019	1	9	miercoles	miercoles
2019-0004	1	14/01/2019	19:58	PERON, EVA AV. Y MEDINA	AVENIDA	9	-58,47325712	-34,65284605	Auto	Pasajeros	CONDUCTOR	MASCULINO	71	14/01/2019	1	19	2019	1	14	2019	1	14	lunes	lunes
2019-0015	1	23/02/2019	6:57	SAN MARTIN AV. 5638	AVENIDA	11	-58,49613012	-34,59703502	Auto	Objeto Fijo	CONDUCTOR	MASCULINO	21	23/02/2019	1	6	2019	2	23	2019	2	23	sabado	sabado
2019-0017	1	03/03/2019	7:00	MEXICO Y PICHINCHA	CALLE	3	-58,39914719	-34,61632317	Auto	Pasajeros	CONDUCTOR	MASCULINO	22	07/03/2019	1	7	2019	3	3	2019	3	7	domingo	jueves
2019-0022	1	15/03/2019	0:00	ENTRE RIOS AV. BAJO PUENTE AUTOPISTA (1260 APROX)	AVENIDA	1	-58,39123782	-34,62352245	Auto	Sd	PASAJERO_ACOMPAÑANTE	MASCULINO	42	15/03/2019	1	0	2019	3	15	2019	3	15	viernes	viernes
2019-0023	1	16/03/2019	8:28	PAZ, GRAL. AV. Y JACQUES, AMADEO	AVENIDA	9	-58,52922765	-34,63637963	Auto	Objeto Fijo	CONDUCTOR	MASCULINO	34	16/03/2019	1	8	2019	3	16	2019	3	16	sabado	sabado
2019-0041	1	11/05/2019	20:30	ALBERDI, JUAN BAUTISTA AV. Y ANDALGALA	AVENIDA	9	-58,51140289	-34,65846419	Auto	Multiple	PASAJERO_ACOMPAÑANTE	FEMENINO	78	11/05/2019	1	20	2019	5	11	2019	5	11	sabado	sabado
2019-0053	1	14/06/2019	17:20	ASTURIAS AV. Y CASTAÑARES AV.	AVENIDA	8	-58,46442668	-34,66004784	Auto	Auto	PASAJERO_ACOMPAÑANTE	MASCULINO	49	14/06/2019	1	17	2019	6	14	2019	6	14	viernes	viernes
2019-0072	1	28/08/2019	6:20	ALBERDI, JUAN BAUTISTA AV. Y AZUL	AVENIDA	10	-58,47439934	-34,63524207	Auto	Auto	CONDUCTOR	MASCULINO	22	02/09/2019	2	6	2019	8	28	2019	9	2	miercoles	lunes
2019-0073	1	29/08/2019	1:50	ALVAREZ THOMAS AV. 1788	AVENIDA	15	-58,46711912	-34,57926018	Auto	Objeto Fijo	CONDUCTOR	MASCULINO	29	06/09/2019	2	1	2019	8	29	2019	9	6	jueves	viernes
2019-0083	1	26/09/2019	8:00	MONTE Y CORVALAN	CALLE	9	-58,48457413	-34,6583909	Auto	Auto	CONDUCTOR	MASCULINO	73	26/09/2019	2	8	2019	9	26	2019	9	26	jueves	jueves
2020-0022	1	07/04/2020	6:15	DELLEPIANE, LUIS, TTE. GRAL. Y ESCALADA AV.	AUTOPISTA	9	-58,47297505	-34,66245085	Auto	Cargas	PASAJERO_ACOMPAÑANTE	MASCULINO	44	07/04/2020	1	6	2020	4	7	2020	4	7	martes	martes
2020-0023	1	09/04/2020	18:42	ARAOZ DE LAMADRID, GREGORIO, GRAL. Y BROWN, ALTE. AV.	AVENIDA	4	-58,35791192	-34,63695178	Auto	Cargas	CONDUCTOR	MASCULINO	44	03/05/2020	1	18	2020	4	9	2020	5	3	jueves	domingo
2020-0024	1	24/04/2020	7:58	MURGUIONDO 1339	CALLE	9	-58,50801713	-34,65177305	Auto	Auto	CONDUCTOR	MASCULINO	53	24/04/2020	1	7	2020	4	24	2020	4	24	viernes	viernes
2020-0033	1	19/07/2020	6:25	PAZ, GRAL. AV. Y DEL LIBERTADOR AV.	AVENIDA	13	-58,46743471	-34,53476874	Auto	Objeto Fijo	CONDUCTOR	MASCULINO	32	19/07/2020	2	6	2020	7	19	2020	7	19	domingo	domingo
2020-0040	1	12/09/2020	3:30	CASTILLO, RAMON S., PRES. AV. Y CALLE 12	AVENIDA	2	-58,38526125	-34,5780581	Auto	Objeto Fijo	CONDUCTOR	MASCULINO	42	12/09/2020	2	3	2020	9	12	2020	9	12	sabado	sabado
2020-0044	1	05/10/2020	0:20	LA PLATA AV. E INDEPENDENCIA	AVENIDA	6	-58,42779702	-34,62207347	Auto	Auto	CONDUCTOR	MASCULINO	43	05/10/2020	2	0	2020	10	5	2020	10	5	lunes	lunes
2020-0045	1	19/10/2020	3:00	PAZ, GRAL. AV. Y 27 DE FEBRERO AV.	AVENIDA	8	-58,46244952	-34,70524971	Auto	Cargas	CONDUCTOR	MASCULINO	50	19/10/2020	2	3	2020	10	19	2020	10	19	lunes	lunes
2020-0053	1	09/11/2020	3:30	ALCORTA, AMANCIO AV. Y EINSTEIN, ALBERTO	AVENIDA	4	-58,41125934	-34,6541774	Auto	Auto	PASAJERO_ACOMPAÑANTE	MASCULINO	27	09/11/2020	2	3	2020	11	9	2020	11	9	lunes	lunes
2020-0074	1	20/12/2020	21:00	BOGOTA Y NAZCA AV.	AVENIDA	7	-58,47110424	-34,62742408	Auto	Auto	CONDUCTOR	MASCULINO	39	20/12/2020	2	21	2020	12	20	2020	12	20	domingo	domingo
2020-0076	1	24/12/2020	12:30	ALVAREZ JONTE AV. Y CHIVILCOY	AVENIDA	10	-58,49794468	-34,61565025	Auto	Pasajeros	CONDUCTOR	FEMENINO	78	17/01/2021	2	12	2020	12	24	2021	1	17	jueves	domingo
2021-0016	1	14/02/2021	5:50	FERNANDEZ DE LA CRUZ, F., GRAL. AV. Y DE LA TORRE, LISANDRO	AVENIDA	8	-58,47230127	-34,68482689	Auto	Objeto Fijo	CONDUCTOR	MASCULINO	22	14/02/2021	1	5	2021	2	14	2021	2	14	domingo	domingo
2021-0029	1	31/03/2021	18:05	FALCON, RAMON L., CNEL. Y SAN PEDRITO AV.	AVENIDA	7	-58,46899119	-34,63215432	Auto	Auto	CONDUCTOR	MASCULINO	26	02/04/2021	1	18	2021	3	31	2021	4	2	miercoles	viernes
2021-0033	1	14/04/2021	17:50	AU 25 DE MAYO ALTURA BAJADA BOEDO AV.	AUTOPISTA	5	-58,41595919	-34,62743346	Auto	Objeto Fijo	CONDUCTOR	MASCULINO	33	14/04/2021	1	17	2021	4	14	2021	4	14	miercoles	miercoles
2021-0046	1	31/05/2021	2:00	EL CANO AV. Y GUZMAN AV.	AVENIDA	15	-58,46033141	-34,58569883	Auto	Objeto Fijo	PASAJERO_ACOMPAÑANTE	MASCULINO	20	31/05/2021	1	2	2021	5	31	2021	5	31	lunes	lunes
2021-0049	1	03/06/2021	20:30	FERNANDEZ DE LA CRUZ, F., GRAL. AV. 4000	AVENIDA	8	-58,45410344	-34,66902702	Auto	Auto	CONDUCTOR	MASCULINO	74	03/06/2021	1	20	2021	6	3	2021	6	3	jueves	jueves
2021-0057	1	10/07/2021	23:30	AU ILLIA KM 3.2, ALTURA CABINAS DE PEAJE	AUTOPISTA	2	-58,39257023	-34,57563957	Auto	Objeto Fijo	CONDUCTOR	MASCULINO	46	10/07/2021	2	23	2021	7	10	2021	7	10	sabado	sabado
2021-0059	1	22/07/2021	1:20	GARAY, JUAN DE AV. 2269	AVENIDA	3	-58,3964074	-34,62783085	Auto	Objeto Fijo	PASAJERO_ACOMPAÑANTE	FEMENINO	44	22/07/2021	2	1	2021	7	22	2021	7	22	jueves	jueves
2021-0062	1	27/07/2021	7:16	LA PLATA AV. 2723	AVENIDA	4	-58,42003882	-34,64645957	Auto	Cargas	CONDUCTOR	MASCULINO	73	27/07/2021	2	7	2021	7	27	2021	7	27	martes	martes
2021-0063	1	02/08/2021	4:40	ALBERDI, JUAN BAUTISTA AV. 2906	AVENIDA	7	-58,46851293	-34,63348678	Auto	Auto	PASAJERO_ACOMPAÑANTE	FEMENINO	31	02/08/2021	2	4	2021	8	2	2021	8	2	lunes	lunes
2021-0084	1	11/11/2021	3:00	TAPALQUE Y BRUIX AV.	AVENIDA	9	-58,49142611	-34,64584795	Auto	Objeto Fijo	CONDUCTOR	MASCULINO	32	11/11/2021	2	3	2021	11	11	2021	11	11	jueves	jueves
2021-0096	1	15/12/2021	10:30	AV. EVA PERON 4071	AVENIDA	9	-58,47066794	-34,65021673	Auto	Cargas	CONDUCTOR	MASCULINO	60	20/12/2021	2	10	2021	12	15	2021	12	20	miercoles	lunes
2016-0049	1	17/04/2016	0:00	AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI KM. 0,700	AUTOPISTA	4	-58,377146475682	-34,6365752542824	Sd	Sd	SD	SD	42	17/04/2016	1	0	2016	4	17	2016	4	17	domingo	domingo
2016-0099	1	29/07/2016	16:00	AV GRAL MOSCONI Y AV GRAL PAZ	AVENIDA	11	-58,52340614	-34,59798754	Cargas	Cargas	CONDUCTOR	MASCULINO	45	29/07/2016	2	16	2016	7	29	2016	7	29	viernes	viernes
2016-0101	1	07/08/2016	19:42	AV GRAL PAZ Y JORGE CHAVEZ	AVENIDA	9	-58,52932872	-34,65014993	Sd	Sd	SD	MASCULINO	67	07/08/2016	2	19	2016	8	7	2016	8	7	domingo	domingo
2016-0114	1	31/08/2016	11:20	SALGUERO 1410	CALLE	14	-58,41848605	-34,59394733	Bicicleta	Cargas	CICLISTA	FEMENINO	55	31/08/2016	2	11	2016	8	31	2016	8	31	miercoles	miercoles
2016-0115	1	02/09/2016	11:50	ARIAS Y TRONADOR	CALLE	12	-58,48935041	-34,54917673	Sd	Cargas	SD	MASCULINO	42	02/09/2016	2	11	2016	9	2	2016	9	2	viernes	viernes
2016-0119	1	04/09/2016	6:40	CRISOLOGO LARRALDE Y AVDA TRIUNVIRATO	AVENIDA	12	-58,49659234	-34,56353635	Sd	Sd	PASAJERO_ACOMPAÑANTE	FEMENINO	42	04/09/2016	2	6	2016	9	4	2016	9	4	domingo	domingo
2016-0122	1	13/09/2016	7:10	AV EVA PERON 4233	AVENIDA	9	-58,47256391	-34,65194557	Bicicleta	Pasajeros	CICLISTA	MASCULINO	49	13/09/2016	2	7	2016	9	13	2016	9	13	martes	martes
