Id,N_Victimas,Fecha_Siniestro,Hora,Lugar_Del_Hecho,Tipo_De_Calle,Comuna,Pos_X,Pos_Y,Victima,Acusado,Barrios,Rol,Sexo,Edad,Fecha_Fallecimiento,Semestre,Hora_Siniestro,Anio_Siniestro,Mes_Siniestro,Dia_Siniestro,Anio_Fallecimiento,Mes_Fallecimiento,Dia_Fallecimiento,Dia_Semana_Siniestro,Dia_Semana_Fallecimiento
2020-0041,1,2020-09-28,01:45:00,"CURAPALIGUE Y PERON, EVA AV.",AVENIDA,7,-58.4475047,-34.63491705,Moto,Pasajeros,"['Flores', 'Parque Chacabuco']",CONDUCTOR,MASCULINO,34,2020-09-28,2,1,2020,9,28,2020,9,28,lunes,lunes
2020-0042,1,2020-09-29,17:10:00,"DIAZ, ANA Y SOLDADO DE LA FRONTERA AV.",AVENIDA,8,-58.46745752,-34.68192648,Peaton,Pasajeros,"['Villa Soldati', 'Villa Riachuelo', 'Villa Lugano']",PEATON,FEMENINO,53,2020-09-29,2,17,2020,9,29,2020,9,29,martes,martes
2020-0043,1,2020-09-30,17:20:00,"ALEM, LEANDRO N. AV. Y PARAGUAY",AVENIDA,1,-58.37202621,-34.59717942,Peaton,Pasajeros,"['Retiro', 'San Nicolás', 'Puerto Madero', 'San Telmo', 'Montserrat', 'Constitución']",PEATON,MASCULINO,64,2020-09-30,2,17,2020,9,30,2020,9,30,miÃ©rcoles,miÃ©rcoles
2020-0044,1,2020-10-05,00:20:00,LA PLATA AV. E INDEPENDENCIA,AVENIDA,6,-58.42779702,-34.62207347,Auto,Auto,['Caballito'],CONDUCTOR,MASCULINO,43,2020-10-05,2,0,2020,10,5,2020,10,5,lunes,lunes
2020-0045,1,2020-10-19,03:00:00,"PAZ, GRAL. AV. Y 27 DE FEBRERO AV.",AVENIDA,8,-58.46244952,-34.70524971,Auto,Cargas,"['Villa Soldati', 'Villa Riachuelo', 'Villa Lugano']",CONDUCTOR,MASCULINO,50,2020-10-19,2,3,2020,10,19,2020,10,19,lunes,lunes
2020-0046,1,2020-10-27,21:00:00,"NAZCA AV. Y CARRANZA, ADOLFO P.",AVENIDA,11,-58.4844016,-34.60776782,Moto,Moto,"['Villa General Mitre', 'Villa Devoto', 'Villa del Parque', 'Villa Santa Rita']",CONDUCTOR,MASCULINO,41,2020-10-27,2,21,2020,10,27,2020,10,27,martes,martes
2020-0047,1,2020-10-27,14:00:00,AUTOPISTA CAMPORA ALTURA LACARRA AV.,AUTOPISTA,9,-58.46668375,-34.65174801,Peaton,Cargas,"['Liniers', 'Mataderos', 'Parque Avellaneda']",PEATON,MASCULINO,15,2020-10-27,2,14,2020,10,27,2020,10,27,martes,martes
2020-0048,1,2020-10-29,20:20:00,DORREGO AV. 614,AVENIDA,15,-58.4495878,-34.59322448,Moto,Objeto Fijo,"['Chacarita', 'Villa Crespo', 'La Paternal', 'Villa Ortúzar', 'Agronomía', 'Parque Chas']",CONDUCTOR,MASCULINO,41,2020-10-29,2,20,2020,10,29,2020,10,29,jueves,jueves
2020-0049,1,2020-10-30,20:00:00,"DEL LIBERTADOR AV. Y RAMOS MEJIA, JOSE MARIA, DR. AV.",AVENIDA,1,-58.37533517,-34.59276462,Peaton,Auto,"['Retiro', 'San Nicolás', 'Puerto Madero', 'San Telmo', 'Montserrat', 'Constitución']",PEATON,MASCULINO,36,2020-10-30,2,20,2020,10,30,2020,10,30,viernes,viernes
2020-0050,1,2020-11-01,22:00:00,SANTA FE AV. Y GODOY CRUZ,AVENIDA,14,-58.42525456,-34.57866344,Peaton,Moto,['Palermo'],PEATON,FEMENINO,28,2020-11-01,2,22,2020,11,1,2020,11,1,domingo,domingo
2020-0051,1,2020-11-05,00:40:00,AVELLANEDA AV. Y MERCEDES,AVENIDA,10,-58.48493828,-34.62981124,Moto,Auto,"['Villa Real', 'Monte Castro', 'Versalles', 'Floresta', 'Vélez Sarsfield', 'Villa Luro']",CONDUCTOR,MASCULINO,49,2020-11-05,2,0,2020,11,5,2020,11,5,jueves,jueves
2020-0052,1,2020-11-07,06:50:00,TUCUMAN Y PUEYRREDON AV.,AVENIDA,3,-58.40480504,-34.60183884,Bicicleta,Cargas,"['Balvanera', 'San Cristóbal']",CICLISTA,MASCULINO,44,2020-11-07,2,6,2020,11,7,2020,11,7,sÃ¡bado,sÃ¡bado
2020-0053,1,2020-11-09,03:30:00,"ALCORTA, AMANCIO AV. Y EINSTEIN, ALBERTO",AVENIDA,4,-58.41125934,-34.6541774,Auto,Auto,"['La Boca', 'Barracas', 'Parque Patricios', 'Nueva Pompeya']",PASAJERO_ACOMPAÑANTE,MASCULINO,27,2020-11-09,2,3,2020,11,9,2020,11,9,lunes,lunes
2020-0054,1,2020-11-19,09:00:00,INCLAN Y ALBERTI,CALLE,4,-58.39956546,-34.6297708,Bicicleta,Auto,"['La Boca', 'Barracas', 'Parque Patricios', 'Nueva Pompeya']",CICLISTA,MASCULINO,59,2020-11-23,2,9,2020,11,19,2020,11,23,jueves,lunes
2020-0055,1,2020-11-19,12:30:00,OLAZABAL AV. 5437,AVENIDA,12,-58.49005682,-34.5786897,Peaton,Cargas,"['Coghlan', 'Saavedra', 'Villa Urquiza', 'Villa Pueyrredón']",PEATON,MASCULINO,91,2020-12-11,2,12,2020,11,19,2020,12,11,jueves,viernes
2020-0056,1,2020-11-21,13:00:00,"PAZ, GRAL. AV. Y DOCTOR RAMON CARRILLO",AVENIDA,8,-58.47064556,-34.69843756,Moto,Cargas,"['Villa Soldati', 'Villa Riachuelo', 'Villa Lugano']",CONDUCTOR,FEMENINO,34,2020-11-21,2,13,2020,11,21,2020,11,21,sÃ¡bado,sÃ¡bado
2020-0057,1,2020-11-23,07:45:00,"NAZCA AV. Y VIALE, LUIS",AVENIDA,11,-58.4750156,-34.61945902,Peaton,Auto,"['Villa General Mitre', 'Villa Devoto', 'Villa del Parque', 'Villa Santa Rita']",PEATON,MASCULINO,84,2020-11-23,2,7,2020,11,23,2020,11,23,lunes,lunes
2020-0058,1,2020-11-24,16:00:00,"OLIVERA AV. Y FALCON, RAMON L., CNEL.",AVENIDA,10,-58.48727942,-34.63652467,Peaton,Auto,"['Villa Real', 'Monte Castro', 'Versalles', 'Floresta', 'Vélez Sarsfield', 'Villa Luro']",PEATON,MASCULINO,57,2020-11-25,2,16,2020,11,24,2020,11,25,martes,miÃ©rcoles
2020-0059,1,2020-12-01,06:35:00,BRASIL 1100,CALLE,1,-58.3795169,-34.62794241,Peaton,Pasajeros,"['Retiro', 'San Nicolás', 'Puerto Madero', 'San Telmo', 'Montserrat', 'Constitución']",PEATON,FEMENINO,49,2020-12-14,2,6,2020,12,1,2020,12,14,martes,lunes
2020-0060,1,2020-12-03,20:30:00,"HOMERO Y PERON, EVA AV.",AVENIDA,9,-58.47750832,-34.65672199,Peaton,Moto,"['Liniers', 'Mataderos', 'Parque Avellaneda']",PEATON,FEMENINO,69,2020-12-03,2,20,2020,12,3,2020,12,3,jueves,jueves
2020-0061,1,2020-12-03,14:40:00,"CANTILO, INT. Y UDAONDO, GUILLERMO AV.",AUTOPISTA,13,-58.44927253,-34.54048625,Moto,Cargas,"['Núñez', 'Belgrano', 'Colegiales']",CONDUCTOR,MASCULINO,45,2020-12-04,2,14,2020,12,3,2020,12,4,jueves,viernes
2020-0062,1,2020-12-04,17:19:00,MORENO 1845,CALLE,3,-58.39246272,-34.61253541,Bicicleta,Pasajeros,"['Balvanera', 'San Cristóbal']",CICLISTA,MASCULINO,47,2020-12-04,2,17,2020,12,4,2020,12,4,viernes,viernes
2020-0063,2,2020-12-05,07:10:00,NUEVA YORK Y ALTA GRACIA,CALLE,11,-58.52783814,-34.61047001,Peaton_Moto,Moto,"['Villa General Mitre', 'Villa Devoto', 'Villa del Parque', 'Villa Santa Rita']",PEATON,MASCULINO,38,2020-12-05,2,7,2020,12,5,2020,12,5,sÃ¡bado,sÃ¡bado
2020-0063,2,2020-12-05,07:10:00,NUEVA YORK Y ALTA GRACIA,CALLE,11,-58.52783814,-34.61047001,Peaton_Moto,Moto,"['Villa General Mitre', 'Villa Devoto', 'Villa del Parque', 'Villa Santa Rita']",PASAJERO_ACOMPAÑANTE,MASCULINO,21,2020-12-05,2,7,2020,12,5,2020,12,5,sÃ¡bado,sÃ¡bado
2020-0065,1,2020-12-05,16:00:00,"PAZ, GRAL. AV. Y GOYENECHE, ROBERTO PARQUE AV.",AVENIDA,12,-58.49332664,-34.54836855,Moto,Auto,"['Coghlan', 'Saavedra', 'Villa Urquiza', 'Villa Pueyrredón']",CONDUCTOR,MASCULINO,24,2020-12-06,2,16,2020,12,5,2020,12,6,sÃ¡bado,domingo
2020-0066,1,2020-12-07,04:30:00,AUTOPISTA PERITO MORENO ALTURA ESTACION DE TREN VILLA LURO,AUTOPISTA,10,-58.50178784,-34.63593897,Moto,Objeto Fijo,"['Villa Real', 'Monte Castro', 'Versalles', 'Floresta', 'Vélez Sarsfield', 'Villa Luro']",CONDUCTOR,MASCULINO,27,2020-12-07,2,4,2020,12,7,2020,12,7,lunes,lunes
2020-0067,1,2020-12-11,22:00:00,SAENZ AV. Y BEAZLEY,AVENIDA,4,-58.41657793,-34.65476216,Peaton,Pasajeros,"['La Boca', 'Barracas', 'Parque Patricios', 'Nueva Pompeya']",PEATON,MASCULINO,51,2020-12-11,2,22,2020,12,11,2020,12,11,viernes,viernes
2020-0068,1,2020-12-12,20:30:00,DEL LIBERTADOR AV. Y AUSTRIA,AVENIDA,2,-58.39731474,-34.58307887,Moto,Auto,['Recoleta'],CONDUCTOR,MASCULINO,71,2020-12-20,2,20,2020,12,12,2020,12,20,sÃ¡bado,domingo
2020-0069,1,2020-12-15,05:20:00,"INDEPENDENCIA AV. Y SAENZ PEÑA, LUIS, PRES.",AVENIDA,1,-58.38746381,-34.61790839,Moto,Pasajeros,"['Retiro', 'San Nicolás', 'Puerto Madero', 'San Telmo', 'Montserrat', 'Constitución']",PASAJERO_ACOMPAÑANTE,MASCULINO,25,2020-12-15,2,5,2020,12,15,2020,12,15,martes,martes
2020-0070,1,2020-12-17,15:35:00,"CALLAO AV. Y LAS HERAS, GENERAL",AVENIDA,2,-58.39189441,-34.59176378,Peaton,Pasajeros,['Recoleta'],PEATON,FEMENINO,81,2020-12-22,2,15,2020,12,17,2020,12,22,jueves,martes
2020-0071,1,2020-12-17,23:00:00,SAN PEDRITO AV. Y DIRECTORIO AV.,AVENIDA,7,-58.46749188,-34.63551751,Peaton,Auto,"['Flores', 'Parque Chacabuco']",PEATON,MASCULINO,4,2020-12-17,2,23,2020,12,17,2020,12,17,jueves,jueves
2020-0072,1,2020-12-19,03:30:00,"JUJUY AV. Y CARLOS, CALVO",AVENIDA,3,-58.40280471,-34.62113271,Bicicleta,Auto,"['Balvanera', 'San Cristóbal']",CICLISTA,MASCULINO,42,2020-12-19,2,3,2020,12,19,2020,12,19,sÃ¡bado,sÃ¡bado
2020-0073,1,2020-12-20,07:40:00,27 DE FEBRERO AV. Y ESCALADA AV.,AVENIDA,8,-58.44451316,-34.68475866,Moto,Objeto Fijo,"['Villa Soldati', 'Villa Riachuelo', 'Villa Lugano']",CONDUCTOR,MASCULINO,56,2020-12-20,2,7,2020,12,20,2020,12,20,domingo,domingo
2020-0074,1,2020-12-20,21:00:00,BOGOTA Y NAZCA AV.,AVENIDA,7,-58.47110424,-34.62742408,Auto,Auto,"['Flores', 'Parque Chacabuco']",CONDUCTOR,MASCULINO,39,2020-12-20,2,21,2020,12,20,2020,12,20,domingo,domingo
2020-0075,1,2020-12-23,14:00:00,CORRIENTES AV. Y 9 DE JULIO AV.,AVENIDA,1,-58.38220928,-34.60373898,Peaton,Pasajeros,"['Retiro', 'San Nicolás', 'Puerto Madero', 'San Telmo', 'Montserrat', 'Constitución']",PEATON,MASCULINO,23,2020-12-23,2,14,2020,12,23,2020,12,23,miÃ©rcoles,miÃ©rcoles
2020-0076,1,2020-12-24,12:30:00,ALVAREZ JONTE AV. Y CHIVILCOY,AVENIDA,10,-58.49794468,-34.61565025,Auto,Pasajeros,"['Villa Real', 'Monte Castro', 'Versalles', 'Floresta', 'Vélez Sarsfield', 'Villa Luro']",CONDUCTOR,FEMENINO,78,2021-01-17,2,12,2020,12,24,2021,1,17,jueves,domingo
2020-0077,2,2020-12-25,06:40:00,SAN MARTIN AV. Y PUNTA ARENAS,AVENIDA,15,-58.47220945,-34.60111373,Moto,Auto,"['Chacarita', 'Villa Crespo', 'La Paternal', 'Villa Ortúzar', 'Agronomía', 'Parque Chas']",CONDUCTOR,FEMENINO,30,2020-12-25,2,6,2020,12,25,2020,12,25,viernes,viernes
2020-0077,2,2020-12-25,06:40:00,SAN MARTIN AV. Y PUNTA ARENAS,AVENIDA,15,-58.47220945,-34.60111373,Moto,Auto,"['Chacarita', 'Villa Crespo', 'La Paternal', 'Villa Ortúzar', 'Agronomía', 'Parque Chas']",PASAJERO_ACOMPAÑANTE,FEMENINO,24,2020-12-25,2,6,2020,12,25,2020,12,25,viernes,viernes
2020-0078,1,2020-12-25,05:50:00,BARCO CENTENERA DEL 1118,CALLE,7,-58.43706741,-34.63217813,Bicicleta,Pasajeros,"['Flores', 'Parque Chacabuco']",CICLISTA,MASCULINO,26,2020-12-25,2,5,2020,12,25,2020,12,25,viernes,viernes
2020-0079,1,2020-12-27,04:15:00,"PAZ, GRAL. AV. Y ACCESO NORTE - PANAMERICANA",AVENIDA,12,-58.49332664,-34.54836855,Moto,Objeto Fijo,"['Coghlan', 'Saavedra', 'Villa Urquiza', 'Villa Pueyrredón']",CONDUCTOR,MASCULINO,28,2020-12-27,2,4,2020,12,27,2020,12,27,domingo,domingo
2021-0001,1,2021-01-06,18:00:00,AU FRONDIZI KM. 3,AUTOPISTA,1,-58.37960727,-34.62622851,Moto,Auto,"['Retiro', 'San Nicolás', 'Puerto Madero', 'San Telmo', 'Montserrat', 'Constitución']",CONDUCTOR,MASCULINO,36,2021-01-06,1,18,2021,1,6,2021,1,6,miÃ©rcoles,miÃ©rcoles
2021-0002,1,2021-01-07,10:20:00,"CASTRO, EMILIO AV. Y MURGUIONDO",AVENIDA,9,-58.51061062,-34.64972472,Moto,Cargas,"['Liniers', 'Mataderos', 'Parque Avellaneda']",CONDUCTOR,FEMENINO,47,2021-01-07,1,10,2021,1,7,2021,1,7,jueves,jueves
2021-0003,1,2021-01-10,07:40:00,"AU 25 DE MAYO KM. 3,7",AUTOPISTA,7,-58.43052224,-34.62941648,Moto,Objeto Fijo,"['Flores', 'Parque Chacabuco']",CONDUCTOR,MASCULINO,27,2021-01-10,1,7,2021,1,10,2021,1,10,domingo,domingo
2021-0004,1,2021-01-11,09:12:18,CASEROS AV. Y GUARANI,AVENIDA,5,-58.41455544,-34.63866836,Peaton,Cargas,"['Almagro', 'Boedo']",PEATON,FEMENINO,61,2021-01-11,1,9,2021,1,11,2021,1,11,lunes,lunes
2021-0005,1,2021-01-11,21:30:00,"PERON, EVA AV. 3800",AVENIDA,9,-58.46774439,-34.64730145,Peaton,Auto,"['Liniers', 'Mataderos', 'Parque Avellaneda']",PEATON,MASCULINO,73,2021-01-14,1,21,2021,1,11,2021,1,14,lunes,jueves
2021-0006,1,2021-01-12,21:00:00,AU ILLIA y SARMIENTO AV.,AUTOPISTA,14,-58.40786274,-34.56726817,Moto,Cargas,['Palermo'],PASAJERO_ACOMPAÑANTE,FEMENINO,23,2021-01-12,1,21,2021,1,12,2021,1,12,martes,martes
2021-0007,1,2021-01-18,10:00:00,DE LOS CONSTITUYENTES AV. Y GIRIBONE,AVENIDA,15,-58.48744301,-34.58622275,Moto,Moto,"['Chacarita', 'Villa Crespo', 'La Paternal', 'Villa Ortúzar', 'Agronomía', 'Parque Chas']",CONDUCTOR,MASCULINO,84,2021-01-26,1,10,2021,1,18,2021,1,26,lunes,martes
2021-0008,1,2021-01-22,23:30:00,"SAENZ AV. Y RABANAL, FRANCISCO, INTENDENTE AV.",AVENIDA,4,-58.41657793,-34.65476216,Peaton,Pasajeros,"['La Boca', 'Barracas', 'Parque Patricios', 'Nueva Pompeya']",PEATON,MASCULINO,28,2021-01-22,1,23,2021,1,22,2021,1,22,viernes,viernes
2021-0009,1,2021-01-23,05:30:00,PAYSANDU Y GAONA,AVENIDA,6,-58.45351111,-34.61134937,Moto,Objeto Fijo,['Caballito'],CONDUCTOR,MASCULINO,31,2021-01-23,1,5,2021,1,23,2021,1,23,sÃ¡bado,sÃ¡bado
2021-0010,1,2021-01-23,08:00:00,"PAZ, GRAL. AV. Y BALBIN, RICARDO, DR. AV. ",AVENIDA,12,-58.5007381,-34.5497951,Moto,Auto,"['Coghlan', 'Saavedra', 'Villa Urquiza', 'Villa Pueyrredón']",CONDUCTOR,MASCULINO,28,2021-01-23,1,8,2021,1,23,2021,1,23,sÃ¡bado,sÃ¡bado
2021-0011,1,2021-01-27,01:04:26,SANTA FE AV. 1675,AVENIDA,2,-58.39144148,-34.59564871,Peaton,Auto,['Recoleta'],PEATON,MASCULINO,21,2021-01-27,1,1,2021,1,27,2021,1,27,miÃ©rcoles,miÃ©rcoles
2021-0012,1,2021-01-29,20:07:22,AU DELLEPIANE Y GUAMINI,AUTOPISTA,8,-58.48191128,-34.68385968,Peaton,Auto,"['Villa Soldati', 'Villa Riachuelo', 'Villa Lugano']",PEATON,MASCULINO,42,2021-01-29,1,20,2021,1,29,2021,1,29,viernes,viernes
2021-0013,1,2021-01-31,06:10:00,"FALCON, RAMON L., CNEL. Y OLIVERA AV.",AVENIDA,10,-58.48727942,-34.63652467,Moto,Objeto Fijo,"['Villa Real', 'Monte Castro', 'Versalles', 'Floresta', 'Vélez Sarsfield', 'Villa Luro']",CONDUCTOR,MASCULINO,41,2021-01-31,1,6,2021,1,31,2021,1,31,domingo,domingo
2021-0014,1,2021-02-02,00:50:00,SAN MARTIN AV. Y NOGOYA,AVENIDA,15,-58.48328708,-34.59779521,Peaton,Auto,"['Chacarita', 'Villa Crespo', 'La Paternal', 'Villa Ortúzar', 'Agronomía', 'Parque Chas']",PEATON,MASCULINO,28,2021-02-18,1,0,2021,2,2,2021,2,18,martes,jueves
2021-0015,1,2021-02-06,03:05:00,SAN MARTIN AV. Y TINOGASTA,AVENIDA,15,-58.49018543,-34.5972499,Moto,Objeto Fijo,"['Chacarita', 'Villa Crespo', 'La Paternal', 'Villa Ortúzar', 'Agronomía', 'Parque Chas']",CONDUCTOR,MASCULINO,26,2021-02-06,1,3,2021,2,6,2021,2,6,sÃ¡bado,sÃ¡bado
2021-0016,1,2021-02-14,05:50:00,"FERNANDEZ DE LA CRUZ, F., GRAL. AV. Y DE LA TORRE, LISANDRO",AVENIDA,8,-58.47230127,-34.68482689,Auto,Objeto Fijo,"['Villa Soldati', 'Villa Riachuelo', 'Villa Lugano']",CONDUCTOR,MASCULINO,22,2021-02-14,1,5,2021,2,14,2021,2,14,domingo,domingo
2021-0017,1,2021-02-17,04:10:00,SALTA Y CASEROS AV.,AVENIDA,1,-58.38262614,-34.63168269,Moto,Pasajeros,"['Retiro', 'San Nicolás', 'Puerto Madero', 'San Telmo', 'Montserrat', 'Constitución']",CONDUCTOR,MASCULINO,33,2021-02-17,1,4,2021,2,17,2021,2,17,miÃ©rcoles,miÃ©rcoles
2021-0018,1,2021-02-20,19:00:00,"JAURES, JEAN Y PERON, JUAN DOMINGO, TTE. GENERAL",CALLE,3,-58.41047268,-34.60793518,Peaton,Auto,"['Balvanera', 'San Cristóbal']",PEATON,MASCULINO,36,2021-03-08,1,19,2021,2,20,2021,3,8,sÃ¡bado,lunes
2021-0019,1,2021-02-21,01:20:00,"TRIUNVIRATO AV. Y LARRALDE, CRISOLOGO AV.",AVENIDA,12,-58.49659234,-34.56353635,Moto,Objeto Fijo,"['Coghlan', 'Saavedra', 'Villa Urquiza', 'Villa Pueyrredón']",CONDUCTOR,MASCULINO,30,2021-02-21,1,1,2021,2,21,2021,2,21,domingo,domingo
2021-0020,1,2021-02-21,15:00:00,POTOSI Y GASCON,CALLE,5,-58.42462955,-34.60727189,Peaton,Cargas,"['Almagro', 'Boedo']",PEATON,FEMENINO,42,2021-02-21,1,15,2021,2,21,2021,2,21,domingo,domingo
2021-0021,1,2021-02-26,05:30:00,"YRIGOYEN, HIPOLITO Y  24 DE NOVIEMBRE",CALLE,3,-58.41168345,-34.61185625,Moto,Objeto Fijo,"['Balvanera', 'San Cristóbal']",CONDUCTOR,MASCULINO,39,2021-03-04,1,5,2021,2,26,2021,3,4,viernes,jueves
2021-0022,1,2021-02-28,12:00:00,DEL LIBERTADOR AV. Y ROOSEVELT FRANKLIN D.,AVENIDA,13,-58.45157681,-34.55217303,Pasajeros,Sd,"['Núñez', 'Belgrano', 'Colegiales']",PASAJERO_ACOMPAÑANTE,MASCULINO,68,2021-03-06,1,12,2021,2,28,2021,3,6,domingo,sÃ¡bado
2021-0024,1,2021-03-03,16:30:00,"PERON, EVA AV. y PIEDRA BUENA AV",AVENIDA,9,-58.49573651,-34.67006054,Bicicleta,Cargas,"['Liniers', 'Mataderos', 'Parque Avellaneda']",CICLISTA,MASCULINO,5,2021-03-03,1,16,2021,3,3,2021,3,3,miÃ©rcoles,miÃ©rcoles
2021-0025,1,2021-03-11,03:45:00,"PAZ, GRAL. AV. y DELLEPIANE, LUIS, TTE. GRAL",AVENIDA,8,-58.48695354,-34.68795245,Moto,Otro,"['Villa Soldati', 'Villa Riachuelo', 'Villa Lugano']",CONDUCTOR,MASCULINO,37,2021-03-11,1,3,2021,3,11,2021,3,11,jueves,jueves
2021-0026,1,2021-03-15,02:35:00,"AU FRONDIZI ALTURA QUINQUELA MARTIN, BENITO",AUTOPISTA,4,-58.37562539,-34.64449357,Moto,Objeto Fijo,"['La Boca', 'Barracas', 'Parque Patricios', 'Nueva Pompeya']",CONDUCTOR,MASCULINO,36,2021-03-15,1,2,2021,3,15,2021,3,15,lunes,lunes
2021-0027,1,2021-03-16,15:30:00,"PAZ, GRAL. AV. y DONADO",AVENIDA,12,-58.49491054,-34.54795581,Moto,Cargas,"['Coghlan', 'Saavedra', 'Villa Urquiza', 'Villa Pueyrredón']",CONDUCTOR,FEMENINO,19,2021-03-16,1,15,2021,3,16,2021,3,16,martes,martes
2021-0028,1,2021-03-29,17:20:00,"COREA AV. y TORRES Y TENORIO, PRES",AVENIDA,7,-58.44147621,-34.64357704,Peaton,Pasajeros,"['Flores', 'Parque Chacabuco']",PEATON,MASCULINO,42,2021-03-29,1,17,2021,3,29,2021,3,29,lunes,lunes
2021-0029,1,2021-03-31,18:05:00,"FALCON, RAMON L., CNEL. Y SAN PEDRITO AV.",AVENIDA,7,-58.46899119,-34.63215432,Auto,Auto,"['Flores', 'Parque Chacabuco']",CONDUCTOR,MASCULINO,26,2021-04-02,1,18,2021,3,31,2021,4,2,miÃ©rcoles,viernes
2021-0030,1,2021-04-03,18:30:00,FINOCHIETTO ENRIQUE DR. 1623,CALLE,4,-58.38685612,-34.63455776,Peaton,Pasajeros,"['La Boca', 'Barracas', 'Parque Patricios', 'Nueva Pompeya']",PEATON,MASCULINO,36,2021-04-07,1,18,2021,4,3,2021,4,7,sÃ¡bado,miÃ©rcoles
2021-0031,1,2021-04-07,10:29:00,9 DE JULIO AV. E INDEPENDENCIA AV.,AVENIDA,1,-58.38113667,-34.61765323,Peaton,Cargas,"['Retiro', 'San Nicolás', 'Puerto Madero', 'San Telmo', 'Montserrat', 'Constitución']",PEATON,FEMENINO,68,2021-04-11,1,10,2021,4,7,2021,4,11,miÃ©rcoles,domingo
2021-0032,1,2021-04-10,19:55:00,"AU CANTILO Y GUIRALDES, INT.",AUTOPISTA,13,-58.44112678,-34.54538956,Peaton,Moto,"['Núñez', 'Belgrano', 'Colegiales']",PEATON,MASCULINO,60,2021-04-29,1,19,2021,4,10,2021,4,29,sÃ¡bado,jueves
2021-0033,1,2021-04-14,17:50:00,AU 25 DE MAYO ALTURA BAJADA BOEDO AV.,AUTOPISTA,5,-58.41595919,-34.62743346,Auto,Objeto Fijo,"['Almagro', 'Boedo']",CONDUCTOR,MASCULINO,33,2021-04-14,1,17,2021,4,14,2021,4,14,miÃ©rcoles,miÃ©rcoles
2021-0034,1,2021-04-19,14:40:00,"ALCORTA, AMANCIO AV. y ZAVALETA",AVENIDA,4,-58.40184094,-34.64546845,Moto,Cargas,"['La Boca', 'Barracas', 'Parque Patricios', 'Nueva Pompeya']",PASAJERO_ACOMPAÑANTE,FEMENINO,26,2021-04-19,1,14,2021,4,19,2021,4,19,lunes,lunes
2021-0035,1,2021-05-03,09:20:00,"JANER, ANA MARIA Y LAFUENTE AV.",AVENIDA,8,-58.44642231,-34.65679806,Moto,Cargas,"['Villa Soldati', 'Villa Riachuelo', 'Villa Lugano']",CONDUCTOR,MASCULINO,24,2021-05-03,1,9,2021,5,3,2021,5,3,lunes,lunes
2021-0036,1,2021-05-09,06:00:00,"PAZ, GRAL. AV. Y MOSCONI GENERAL AV.",AVENIDA,11,-58.52340614,-34.59798754,Moto,Objeto Fijo,"['Villa General Mitre', 'Villa Devoto', 'Villa del Parque', 'Villa Santa Rita']",CONDUCTOR,MASCULINO,36,2021-05-09,1,6,2021,5,9,2021,5,9,domingo,domingo
2021-0037,1,2021-05-11,07:10:00,"MONROE Y BALBIN, RICARDO, DR. AV.",AVENIDA,13,-58.46649069,-34.56219075,Peaton,Pasajeros,"['Núñez', 'Belgrano', 'Colegiales']",PEATON,FEMENINO,58,2021-05-11,1,7,2021,5,11,2021,5,11,martes,martes
2021-0038,1,2021-05-14,11:40:00,"JUSTO, JUAN B. AV. Y SANTA FE AV.",AVENIDA,14,-58.42653328,-34.57816791,Moto,Cargas,['Palermo'],CONDUCTOR,FEMENINO,44,2021-05-14,1,11,2021,5,14,2021,5,14,viernes,viernes
2021-0039,1,2021-05-15,12:09:00,"OLIDEN Y ALBERDI, JUAN BAUTISTA AV.",AVENIDA,9,-58.50407099,-34.65303372,Bicicleta,Auto,"['Liniers', 'Mataderos', 'Parque Avellaneda']",CICLISTA,MASCULINO,86,2021-06-05,1,12,2021,5,15,2021,6,5,sÃ¡bado,sÃ¡bado
2021-0040,1,2021-05-20,05:50:00,"PAZ, GRAL. AV. Y DEL LIBERTADOR AV.",AVENIDA,13,-58.46743471,-34.53476874,Moto,Auto,"['Núñez', 'Belgrano', 'Colegiales']",CONDUCTOR,MASCULINO,27,2021-05-20,1,5,2021,5,20,2021,5,20,jueves,jueves
2021-0041,1,2021-05-20,08:30:00,DEL LIBERTADOR AV. Y CASARES AV.,AVENIDA,14,-58.40986646,-34.5772806,Peaton,Pasajeros,['Palermo'],PEATON,MASCULINO,75,2021-05-20,1,8,2021,5,20,2021,5,20,jueves,jueves
2021-0042,1,2021-05-21,05:00:00,RIVADAVIA AV. 10900,AVENIDA,9,-58.51739138,-34.63931792,Peaton,Pasajeros,"['Liniers', 'Mataderos', 'Parque Avellaneda']",PEATON,MASCULINO,39,2021-05-21,1,5,2021,5,21,2021,5,21,viernes,viernes
2021-0043,1,2021-05-22,18:26:00,"ALBERDI, JUAN BAUTISTA AV. Y PILAR",AVENIDA,9,-58.50719962,-34.65556223,Peaton,Auto,"['Liniers', 'Mataderos', 'Parque Avellaneda']",PEATON,MASCULINO,50,2021-05-22,1,18,2021,5,22,2021,5,22,sÃ¡bado,sÃ¡bado
2021-0044,1,2021-05-25,02:00:00,"PERON, EVA AV. Y ACOSTA, MARIANO",AVENIDA,9,-58.46712311,-34.64600222,Moto,Objeto Fijo,"['Liniers', 'Mataderos', 'Parque Avellaneda']",PASAJERO_ACOMPAÑANTE,MASCULINO,21,2021-05-25,1,2,2021,5,25,2021,5,25,martes,martes
