Id,N_Victimas,Fecha_Siniestro,Hora,Lugar_Del_Hecho,Tipo_De_Calle,Comuna,Pos_X,Pos_Y,Victima,Acusado,Barrios,Rol,Sexo,Edad,Fecha_Fallecimiento,Semestre,Hora_Siniestro,Anio_Siniestro,Mes_Siniestro,Dia_Siniestro,Anio_Fallecimiento,Mes_Fallecimiento,Dia_Fallecimiento,Dia_Semana_Siniestro,Dia_Semana_Fallecimiento
2019-0060,1,2019-07-17,11:20:00,"ACOSTA, MARIANO AV. Y FALCON, RAMON L., CNEL.",AVENIDA,10,-58.48100602,-34.63504312,Peaton,Auto,"['Villa Real', 'Monte Castro', 'Versalles', 'Floresta', 'Vélez Sarsfield', 'Villa Luro']",PEATON,FEMENINO,78,2019-07-17,2,11,2019,7,17,2019,7,17,miÃ©rcoles,miÃ©rcoles
2019-0061,1,2019-07-17,18:40:00,11 DE SEPTIEMBRE DE 1888 Y MENDOZA,CALLE,13,-58.45200171,-34.5578132,Peaton,Pasajeros,"['Núñez', 'Belgrano', 'Colegiales']",PEATON,FEMENINO,58,2019-07-17,2,18,2019,7,17,2019,7,17,miÃ©rcoles,miÃ©rcoles
2019-0062,1,2019-08-01,23:00:00,"PINO, VIRREY DEL Y CAMPOS, LUIS M. AV.",AVENIDA,13,-58.44462132,-34.56201105,Peaton,Pasajeros,"['Núñez', 'Belgrano', 'Colegiales']",PEATON,FEMENINO,60,2019-08-02,2,23,2019,8,1,2019,8,2,jueves,viernes
2019-0063,1,2019-08-04,01:30:00,FOREST AV. Y MAURE,AVENIDA,15,-58.45220688,-34.58711712,Moto,Pasajeros,"['Chacarita', 'Villa Crespo', 'La Paternal', 'Villa Ortúzar', 'Agronomía', 'Parque Chas']",PASAJERO_ACOMPAÑANTE,MASCULINO,42,2019-08-04,2,1,2019,8,4,2019,8,4,domingo,domingo
2019-0064,1,2019-08-06,03:15:00,"BOYACA AV. Y AVELLANEDA AV,",AVENIDA,7,-58.4596221,-34.6224514,Moto,Auto,"['Flores', 'Parque Chacabuco']",CONDUCTOR,MASCULINO,20,2019-08-06,2,3,2019,8,6,2019,8,6,martes,martes
2019-0065,1,2019-08-08,16:45:00,BARCO CENTENERA DEL Y TILCARA,CALLE,4,-58.4197085,-34.65414867,Peaton,Pasajeros,"['La Boca', 'Barracas', 'Parque Patricios', 'Nueva Pompeya']",PEATON,FEMENINO,55,2019-08-09,2,16,2019,8,8,2019,8,9,jueves,viernes
2019-0066,1,2019-08-11,21:15:00,RIESTRA AV. Y BOLIVAR,AVENIDA,7,-58.44187596,-34.64938031,Peaton,Auto,"['Flores', 'Parque Chacabuco']",PEATON,MASCULINO,40,2019-08-11,2,21,2019,8,11,2019,8,11,domingo,domingo
2019-0067,1,2019-08-14,15:00:00,"CASTRO, EMILIO 4706",CALLE,10,-58.49101637,-34.64276621,Moto,Cargas,"['Villa Real', 'Monte Castro', 'Versalles', 'Floresta', 'Vélez Sarsfield', 'Villa Luro']",CONDUCTOR,MASCULINO,35,2019-08-14,2,15,2019,8,14,2019,8,14,miÃ©rcoles,miÃ©rcoles
2019-0068,1,2019-08-14,17:40:00,27 DE FEBRERO AV. 5600,AVENIDA,8,-58.42493829,-34.66256502,Moto,Moto,"['Villa Soldati', 'Villa Riachuelo', 'Villa Lugano']",CONDUCTOR,MASCULINO,53,2019-08-14,2,17,2019,8,14,2019,8,14,miÃ©rcoles,miÃ©rcoles
2019-0069,1,2019-08-17,05:25:00,"GARAY, JUAN DE AV. 2874",AVENIDA,4,-58.40489318,-34.62930162,Moto,Auto,"['La Boca', 'Barracas', 'Parque Patricios', 'Nueva Pompeya']",CONDUCTOR,MASCULINO,43,2019-08-17,2,5,2019,8,17,2019,8,17,sÃ¡bado,sÃ¡bado
2019-0070,1,2019-08-22,12:30:00,"SCALABRINI ORTIZ, RAUL AV. y GORRITI",AVENIDA,14,-58.4268668,-34.59217875,Moto,Bicicleta,['Palermo'],CONDUCTOR,MASCULINO,25,2019-08-22,2,12,2019,8,22,2019,8,22,jueves,jueves
2019-0071,1,2019-08-27,11:30:00,PRIMERA JUNTA Y OLIVERA AV.,AVENIDA,9,-58.479611,-34.65620398,Peaton,Cargas,"['Liniers', 'Mataderos', 'Parque Avellaneda']",PEATON,MASCULINO,42,2019-08-27,2,11,2019,8,27,2019,8,27,martes,martes
2019-0072,1,2019-08-28,06:20:00,"ALBERDI, JUAN BAUTISTA AV. Y AZUL",AVENIDA,10,-58.47439934,-34.63524207,Auto,Auto,"['Villa Real', 'Monte Castro', 'Versalles', 'Floresta', 'Vélez Sarsfield', 'Villa Luro']",CONDUCTOR,MASCULINO,22,2019-09-02,2,6,2019,8,28,2019,9,2,miÃ©rcoles,lunes
2019-0073,1,2019-08-29,01:50:00,ALVAREZ THOMAS AV. 1788,AVENIDA,15,-58.46711912,-34.57926018,Auto,Objeto Fijo,"['Chacarita', 'Villa Crespo', 'La Paternal', 'Villa Ortúzar', 'Agronomía', 'Parque Chas']",CONDUCTOR,MASCULINO,29,2019-09-06,2,1,2019,8,29,2019,9,6,jueves,viernes
2019-0074,1,2019-08-29,09:00:00,"LUGONES, LEOPOLDO AV. Y PAZ, GRAL. AV.",AUTOPISTA,13,-58.46514781,-34.53465378,Moto,Cargas,"['Núñez', 'Belgrano', 'Colegiales']",CONDUCTOR,MASCULINO,35,2019-08-29,2,9,2019,8,29,2019,8,29,jueves,jueves
2019-0075,1,2019-08-30,23:20:00,SAN ANTONIO Y LUJAN,CALLE,4,-58.37571078,-34.65584079,Moto,Pasajeros,"['La Boca', 'Barracas', 'Parque Patricios', 'Nueva Pompeya']",CONDUCTOR,MASCULINO,31,2019-08-30,2,23,2019,8,30,2019,8,30,viernes,viernes
2019-0076,1,2019-09-05,18:00:00,AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI ALTURA DON PEDRO DE MENDOZA AV.,AUTOPISTA,4,-58.37157668,-34.65429986,Moto,Cargas,"['La Boca', 'Barracas', 'Parque Patricios', 'Nueva Pompeya']",CONDUCTOR,FEMENINO,29,2019-09-05,2,18,2019,9,5,2019,9,5,jueves,jueves
2019-0077,1,2019-09-08,03:40:00,"FIGUEROA ALCORTA, PRES. AV. Y TAGLE",AVENIDA,14,-58.39811256,-34.58070186,Peaton,Auto,['Palermo'],PEATON,FEMENINO,28,2019-09-08,2,3,2019,9,8,2019,9,8,domingo,domingo
2019-0078,1,2019-09-12,08:25:00,"EINSTEIN, ALBERTO Y ALCORTA, AMANCIO AV.",AVENIDA,4,-58.41125934,-34.6541774,Peaton,Cargas,"['La Boca', 'Barracas', 'Parque Patricios', 'Nueva Pompeya']",PEATON,FEMENINO,72,2019-09-15,2,8,2019,9,12,2019,9,15,jueves,domingo
2019-0079,1,2019-09-17,05:30:00,AGRELO Y COLOMBRES,CALLE,5,-58.41822901,-34.61866836,Moto,Pasajeros,"['Almagro', 'Boedo']",CONDUCTOR,MASCULINO,57,2019-09-17,2,5,2019,9,17,2019,9,17,martes,martes
2019-0080,1,2019-09-17,18:40:00,"CABILDO AV. y PAZ, GRAL. AV.",AVENIDA,13,-58.47617802,-34.53825652,Peaton,Moto,"['Núñez', 'Belgrano', 'Colegiales']",PEATON,MASCULINO,76,2019-09-17,2,18,2019,9,17,2019,9,17,martes,martes
2019-0081,1,2019-09-23,16:00:00,ELCANO AV. 4300,AVENIDA,15,-58.46141281,-34.58623761,Peaton,Pasajeros,"['Chacarita', 'Villa Crespo', 'La Paternal', 'Villa Ortúzar', 'Agronomía', 'Parque Chas']",PEATON,MASCULINO,67,2019-10-07,2,16,2019,9,23,2019,10,7,lunes,lunes
2019-0082,1,2019-09-25,07:45:00,"RABANAL, FRANCISCO, INTENDENTE AV. 2428",AVENIDA,8,-58.42985146,-34.6611974,Bicicleta,Cargas,"['Villa Soldati', 'Villa Riachuelo', 'Villa Lugano']",CICLISTA,MASCULINO,47,2019-09-25,2,7,2019,9,25,2019,9,25,miÃ©rcoles,miÃ©rcoles
2019-0083,1,2019-09-26,08:00:00,MONTE Y CORVALAN,CALLE,9,-58.48457413,-34.6583909,Auto,Auto,"['Liniers', 'Mataderos', 'Parque Avellaneda']",CONDUCTOR,MASCULINO,73,2019-09-26,2,8,2019,9,26,2019,9,26,jueves,jueves
2019-0084,1,2019-09-27,11:45:00,TANDIL Y LA FUENTE,CALLE,7,-58.46572884,-34.63628186,Bicicleta,Cargas,"['Flores', 'Parque Chacabuco']",CICLISTA,FEMENINO,40,2019-09-27,2,11,2019,9,27,2019,9,27,viernes,viernes
2019-0085,1,2019-10-09,22:18:00,CARDOSO Y BACACAY,CALLE,10,-58.49261744,-34.6341913,Bicicleta,Tren,"['Villa Real', 'Monte Castro', 'Versalles', 'Floresta', 'Vélez Sarsfield', 'Villa Luro']",CICLISTA,MASCULINO,20,2019-10-09,2,22,2019,10,9,2019,10,9,miÃ©rcoles,miÃ©rcoles
2019-0086,1,2019-10-15,14:10:00,CORRIENTES AV. 6700,AVENIDA,15,-58.45283186,-34.5884156,Moto,Pasajeros,"['Chacarita', 'Villa Crespo', 'La Paternal', 'Villa Ortúzar', 'Agronomía', 'Parque Chas']",CONDUCTOR,MASCULINO,29,2019-10-15,2,14,2019,10,15,2019,10,15,martes,martes
2019-0087,1,2019-10-21,21:00:00,ALVAREZ THOMAS AV. Y MENDOZA,AVENIDA,12,-58.47973681,-34.57418656,Moto,Moto,"['Coghlan', 'Saavedra', 'Villa Urquiza', 'Villa Pueyrredón']",CONDUCTOR,MASCULINO,41,2019-10-21,2,21,2019,10,21,2019,10,21,lunes,lunes
2019-0088,1,2019-10-22,20:00:00,"ALCORTA, AMANCIO AV. Y BONAVENA, OSCAR NATALIO",AVENIDA,4,-58.40623949,-34.65076549,Peaton,Pasajeros,"['La Boca', 'Barracas', 'Parque Patricios', 'Nueva Pompeya']",PEATON,MASCULINO,27,2019-10-22,2,20,2019,10,22,2019,10,22,martes,martes
2019-0089,1,2019-10-23,15:45:00,"BROWN, ALTE. AV. Y BLANES, JUAN MANUEL",AVENIDA,4,-58.36244648,-34.63107887,Peaton,Cargas,"['La Boca', 'Barracas', 'Parque Patricios', 'Nueva Pompeya']",PEATON,FEMENINO,92,2019-10-23,2,15,2019,10,23,2019,10,23,miÃ©rcoles,miÃ©rcoles
2019-0090,1,2019-10-24,18:26:00,"ALBERDI, JUAN BAUTISTA AV. 5455",AVENIDA,9,-58.49962423,-34.64868027,Peaton,Moto,"['Liniers', 'Mataderos', 'Parque Avellaneda']",PEATON,MASCULINO,67,2019-10-26,2,18,2019,10,24,2019,10,26,jueves,sÃ¡bado
2019-0091,1,2019-11-01,20:50:00,"JUSTO, JUAN B. AV. Y CAMARGO",AVENIDA,15,-58.44551437,-34.59559816,Peaton,Pasajeros,"['Chacarita', 'Villa Crespo', 'La Paternal', 'Villa Ortúzar', 'Agronomía', 'Parque Chas']",PEATON,MASCULINO,35,2019-11-01,2,20,2019,11,1,2019,11,1,viernes,viernes
2019-0092,1,2019-11-03,10:30:00,"BRIN, MINISTRO Y SUAREZ",CALLE,4,-58.35608181,-34.63420319,Peaton,Pasajeros,"['La Boca', 'Barracas', 'Parque Patricios', 'Nueva Pompeya']",PEATON,MASCULINO,37,2019-11-03,2,10,2019,11,3,2019,11,3,domingo,domingo
2019-0093,1,2019-11-13,11:50:00,"NIZA Y JUSTO, JUAN B. AV.",AVENIDA,11,-58.46483679,-34.60907662,Bicicleta,Otro,"['Villa General Mitre', 'Villa Devoto', 'Villa del Parque', 'Villa Santa Rita']",CICLISTA,MASCULINO,16,2019-11-13,2,11,2019,11,13,2019,11,13,miÃ©rcoles,miÃ©rcoles
2019-0094,1,2019-11-18,14:00:00,CAMARGO Y SERRANO,CALLE,15,-58.44368628,-34.59724326,Moto,Otro,"['Chacarita', 'Villa Crespo', 'La Paternal', 'Villa Ortúzar', 'Agronomía', 'Parque Chas']",PASAJERO_ACOMPAÑANTE,FEMENINO,42,2019-11-18,2,14,2019,11,18,2019,11,18,lunes,lunes
2019-0095,1,2019-11-20,15:30:00,AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI ALTURA CASEROS AV.,AUTOPISTA,1,-58.37864583,-34.62907067,Moto,Cargas,"['Retiro', 'San Nicolás', 'Puerto Madero', 'San Telmo', 'Montserrat', 'Constitución']",CONDUCTOR,MASCULINO,42,2019-11-20,2,15,2019,11,20,2019,11,20,miÃ©rcoles,miÃ©rcoles
2019-0096,1,2019-11-22,19:33:00,CASEROS AV. Y PIEDRAS,AVENIDA,1,-58.37560352,-34.62726382,Peaton,Pasajeros,"['Retiro', 'San Nicolás', 'Puerto Madero', 'San Telmo', 'Montserrat', 'Constitución']",PEATON,MASCULINO,73,2019-11-22,2,19,2019,11,22,2019,11,22,viernes,viernes
2019-0097,1,2019-11-25,08:50:00,"AUTOPISTA PERITO MORENO KM 5,6",AUTOPISTA,9,-58.47721439,-34.64815069,Moto,Multiple,"['Liniers', 'Mataderos', 'Parque Avellaneda']",PASAJERO_ACOMPAÑANTE,FEMENINO,23,2019-11-25,2,8,2019,11,25,2019,11,25,lunes,lunes
2019-0098,1,2019-11-25,14:00:00,GUZMAN 365,AVENIDA,15,-58.45134029,-34.58984288,Pasajeros,Pasajeros,"['Chacarita', 'Villa Crespo', 'La Paternal', 'Villa Ortúzar', 'Agronomía', 'Parque Chas']",PASAJERO_ACOMPAÑANTE,FEMENINO,61,2019-11-29,2,14,2019,11,25,2019,11,29,lunes,viernes
2019-0100,1,2019-12-05,17:30:00,de los constituyentes av. 4300,AVENIDA,12,-58.49040794,-34.58368803,Moto,Auto,"['Coghlan', 'Saavedra', 'Villa Urquiza', 'Villa Pueyrredón']",CONDUCTOR,MASCULINO,38,2019-12-18,2,17,2019,12,5,2019,12,18,jueves,miÃ©rcoles
2019-0101,1,2019-12-17,04:20:00,"MORENO, PERITO AV. Y TILCARA AV.",AVENIDA,4,-58.42102679,-34.64991178,Moto,Moto,"['La Boca', 'Barracas', 'Parque Patricios', 'Nueva Pompeya']",CONDUCTOR,MASCULINO,25,2019-12-17,2,4,2019,12,17,2019,12,17,martes,martes
2019-0102,1,2019-12-17,14:30:00,"IBARROLA Y GORDILLO, TIMOTEO",CALLE,9,-58.52219407,-34.64143926,Moto,Auto,"['Liniers', 'Mataderos', 'Parque Avellaneda']",CONDUCTOR,MASCULINO,18,2019-12-18,2,14,2019,12,17,2019,12,18,martes,miÃ©rcoles
2019-0103,1,2019-12-18,12:01:21,"PAZ, GRAL. AV. Y GRIVEO",AVENIDA,11,-58.52169422,-34.5947164,Moto,Moto,"['Villa General Mitre', 'Villa Devoto', 'Villa del Parque', 'Villa Santa Rita']",CONDUCTOR,MASCULINO,24,2019-12-18,2,12,2019,12,18,2019,12,18,miÃ©rcoles,miÃ©rcoles
2019-0104,1,2019-12-21,04:25:00,RIVADAVIA AV. Y PERGAMINO,AVENIDA,10,-58.47460416,-34.63206174,Moto,Auto,"['Villa Real', 'Monte Castro', 'Versalles', 'Floresta', 'Vélez Sarsfield', 'Villa Luro']",PASAJERO_ACOMPAÑANTE,FEMENINO,23,2019-12-22,2,4,2019,12,21,2019,12,22,sÃ¡bado,domingo
2019-0105,1,2019-05-05,11:00:00,SANTO TOME Y SEGUROLA AV.,AVENIDA,10,-58.50512382,-34.61520391,Peaton,Auto,"['Villa Real', 'Monte Castro', 'Versalles', 'Floresta', 'Vélez Sarsfield', 'Villa Luro']",PEATON,FEMENINO,82,2019-05-08,1,11,2019,5,5,2019,5,8,domingo,miÃ©rcoles
2020-0001,1,2020-01-04,10:40:00,URIARTE Y LOYOLA,CALLE,15,-58.43910409,-34.59213355,Peaton,Auto,"['Chacarita', 'Villa Crespo', 'La Paternal', 'Villa Ortúzar', 'Agronomía', 'Parque Chas']",PEATON,FEMENINO,87,2020-01-04,1,10,2020,1,4,2020,1,4,sÃ¡bado,sÃ¡bado
2020-0002,1,2020-01-05,20:00:00,SARAZA Y VARELA AV.,AVENIDA,7,-58.45019436,-34.64646409,Moto,Objeto Fijo,"['Flores', 'Parque Chacabuco']",CONDUCTOR,MASCULINO,36,2020-01-07,1,20,2020,1,5,2020,1,7,domingo,martes
2020-0003,1,2020-01-11,06:00:00,RIVADAVIA AV. Y COMBATE DE LOS POZOS,AVENIDA,3,-58.39337644,-34.60927582,Peaton,Auto,"['Balvanera', 'San Cristóbal']",PEATON,MASCULINO,44,2020-01-11,1,6,2020,1,11,2020,1,11,sÃ¡bado,sÃ¡bado
2020-0004,1,2020-01-14,21:40:00,RODRIGUEZ PEÑA Y RIVADAVIA AV.,AVENIDA,1,-58.39055614,-34.60919284,Peaton,Pasajeros,"['Retiro', 'San Nicolás', 'Puerto Madero', 'San Telmo', 'Montserrat', 'Constitución']",PEATON,MASCULINO,82,2020-01-15,1,21,2020,1,14,2020,1,15,martes,miÃ©rcoles
2020-0005,1,2020-01-14,06:00:00,24 DE NOVIEMBRE Y SAN JUAN AV.,AVENIDA,3,-58.41036975,-34.62477021,Moto,Pasajeros,"['Balvanera', 'San Cristóbal']",CONDUCTOR,MASCULINO,25,2020-02-10,1,6,2020,1,14,2020,2,10,martes,lunes
2020-0006,1,2020-01-20,12:55:00,LAFUENTE AV. 2250,AVENIDA,8,-58.44925765,-34.65412546,Moto,Cargas,"['Villa Soldati', 'Villa Riachuelo', 'Villa Lugano']",CONDUCTOR,MASCULINO,23,2020-01-20,1,12,2020,1,20,2020,1,20,lunes,lunes
2020-0007,1,2020-01-27,00:37:00,CHILE Y LIMA ,CALLE,1,-58.3815685,-34.61648696,Peaton,Moto,"['Retiro', 'San Nicolás', 'Puerto Madero', 'San Telmo', 'Montserrat', 'Constitución']",PEATON,MASCULINO,52,2020-01-27,1,0,2020,1,27,2020,1,27,lunes,lunes
2020-0008,1,2020-01-30,07:10:00,CORDOBA AV. Y JEAN JAURES,AVENIDA,2,-58.40662899,-34.59804521,Moto,Cargas,['Recoleta'],CONDUCTOR,MASCULINO,49,2020-01-30,1,7,2020,1,30,2020,1,30,jueves,jueves
2020-0009,1,2020-02-04,14:50:00,"PERON, JUAN DOMINGO, TTE. GENERAL Y SALGUERO, JERONIMO",CALLE,5,-58.41985649,-34.6060085,Peaton,Auto,"['Almagro', 'Boedo']",PEATON,MASCULINO,48,2020-02-05,1,14,2020,2,4,2020,2,5,martes,miÃ©rcoles
2020-0010,1,2020-02-08,05:45:00,9 DE JULIO AV. Y SAN JUAN AV.,AVENIDA,1,-58.38099833,-34.62214953,Moto,Objeto Fijo,"['Retiro', 'San Nicolás', 'Puerto Madero', 'San Telmo', 'Montserrat', 'Constitución']",CONDUCTOR,MASCULINO,42,2020-02-08,1,5,2020,2,8,2020,2,8,sÃ¡bado,sÃ¡bado
2020-0011,1,2020-02-12,11:29:00,COLOMBRES 466,CALLE,5,-58.41803309,-34.61823178,Moto,Cargas,"['Almagro', 'Boedo']",CONDUCTOR,MASCULINO,31,2020-02-12,1,11,2020,2,12,2020,2,12,miÃ©rcoles,miÃ©rcoles
2020-0012,1,2020-02-18,21:00:00,MEXICO 2860,CALLE,3,-58.40604003,-34.61783553,Peaton,Moto,"['Balvanera', 'San Cristóbal']",PEATON,FEMENINO,66,2020-02-18,1,21,2020,2,18,2020,2,18,martes,martes
2020-0013,1,2020-02-20,12:00:00,COMBATIENTES DE MALVINAS AV. Y TRIUNVITARO AV.,AVENIDA,15,-58.47549929,-34.57994061,Peaton,Moto,"['Chacarita', 'Villa Crespo', 'La Paternal', 'Villa Ortúzar', 'Agronomía', 'Parque Chas']",PEATON,FEMENINO,58,2020-03-03,1,12,2020,2,20,2020,3,3,jueves,martes
2020-0014,1,2020-02-27,02:14:00,BERMUDEZ Y NOGOYA,CALLE,11,-58.51398484,-34.61600366,Moto,Pasajeros,"['Villa General Mitre', 'Villa Devoto', 'Villa del Parque', 'Villa Santa Rita']",CONDUCTOR,MASCULINO,42,2020-02-27,1,2,2020,2,27,2020,2,27,jueves,jueves
2020-0015,1,2020-02-28,14:30:00,BRASIL AV. Y PASEO COLON AV.,AVENIDA,1,-58.36797542,-34.62519403,Moto,Pasajeros,"['Retiro', 'San Nicolás', 'Puerto Madero', 'San Telmo', 'Montserrat', 'Constitución']",CONDUCTOR,MASCULINO,29,2020-02-28,1,14,2020,2,28,2020,2,28,viernes,viernes
2020-0016,1,2020-02-29,13:00:00,"ALEM,LEANDRO N. AV. 770",AVENIDA,1,-58.37133616,-34.59879316,Peaton,Pasajeros,"['Retiro', 'San Nicolás', 'Puerto Madero', 'San Telmo', 'Montserrat', 'Constitución']",PEATON,MASCULINO,68,2020-03-09,1,13,2020,2,29,2020,3,9,sÃ¡bado,lunes
2020-0017,1,2020-03-05,23:00:00,BELGRANO AV. Y RINCON,AVENIDA,3,-58.39613805,-34.61413568,Peaton,Auto,"['Balvanera', 'San Cristóbal']",PEATON,MASCULINO,42,2020-03-05,1,23,2020,3,5,2020,3,5,jueves,jueves
2020-0018,1,2020-03-09,14:00:00,"UDAONDO, GUILLERMO AV. 901",AVENIDA,13,-58.44903073,-34.54200276,Moto,Objeto Fijo,"['Núñez', 'Belgrano', 'Colegiales']",CONDUCTOR,MASCULINO,31,2020-03-09,1,14,2020,3,9,2020,3,9,lunes,lunes
2020-0019,1,2020-03-10,21:00:00,CONSTITUCION Y CASTRO,CALLE,5,-58.41972364,-34.6284667,Peaton,Auto,"['Almagro', 'Boedo']",PEATON,FEMENINO,80,2020-03-10,1,21,2020,3,10,2020,3,10,martes,martes
2020-0020,1,2020-03-13,17:30:00,"PUEYRREDON AV. Y GOMEZ, VALENTIN",AVENIDA,3,-58.40571596,-34.60557123,Peaton,Moto,"['Balvanera', 'San Cristóbal']",PEATON,FEMENINO,74,2020-03-17,1,17,2020,3,13,2020,3,17,viernes,martes
2020-0021,1,2020-03-14,16:50:00,"BRAVO, MARIO 1279",CALLE,2,-58.4145159,-34.59488319,Peaton,Auto,['Recoleta'],PEATON,FEMENINO,87,2020-03-14,1,16,2020,3,14,2020,3,14,sÃ¡bado,sÃ¡bado
2020-0022,1,2020-04-07,06:15:00,"DELLEPIANE, LUIS, TTE. GRAL. Y ESCALADA AV.",AUTOPISTA,9,-58.47297505,-34.66245085,Auto,Cargas,"['Liniers', 'Mataderos', 'Parque Avellaneda']",PASAJERO_ACOMPAÑANTE,MASCULINO,44,2020-04-07,1,6,2020,4,7,2020,4,7,martes,martes
2020-0023,1,2020-04-09,18:42:00,"ARAOZ DE LAMADRID, GREGORIO, GRAL. Y BROWN, ALTE. AV.",AVENIDA,4,-58.35791192,-34.63695178,Auto,Cargas,"['La Boca', 'Barracas', 'Parque Patricios', 'Nueva Pompeya']",CONDUCTOR,MASCULINO,44,2020-05-03,1,18,2020,4,9,2020,5,3,jueves,domingo
2020-0024,1,2020-04-24,07:58:00,MURGUIONDO 1339,CALLE,9,-58.50801713,-34.65177305,Auto,Auto,"['Liniers', 'Mataderos', 'Parque Avellaneda']",CONDUCTOR,MASCULINO,53,2020-04-24,1,7,2020,4,24,2020,4,24,viernes,viernes
2020-0025,1,2020-05-12,05:35:00,RIVADAVIA AV. 2551,AVENIDA,3,-58.40258477,-34.60975108,Peaton,Auto,"['Balvanera', 'San Cristóbal']",PEATON,MASCULINO,42,2020-05-12,1,5,2020,5,12,2020,5,12,martes,martes
2020-0027,1,2020-05-18,08:00:00,"DELLEPIANE, LUIS, TTE. GRAL. Y MONTIEL",AVENIDA,8,-58.48267426,-34.68454456,Peaton,Cargas,"['Villa Soldati', 'Villa Riachuelo', 'Villa Lugano']",PEATON,MASCULINO,76,2020-05-18,1,8,2020,5,18,2020,5,18,lunes,lunes
2020-0028,1,2020-05-19,10:00:00,"SCALABRINI ORTIZ, RAUL AV. Y WARNES AV.",AVENIDA,15,-58.44248936,-34.60221948,Peaton,Pasajeros,"['Chacarita', 'Villa Crespo', 'La Paternal', 'Villa Ortúzar', 'Agronomía', 'Parque Chas']",PEATON,MASCULINO,91,2020-05-23,1,10,2020,5,19,2020,5,23,martes,sÃ¡bado
2020-0029,1,2020-06-10,14:00:00,"PAZ, GRAL. AV. y ROFFO, ANGEL H., DR.",AVENIDA,9,-58.52909134,-34.63886726,Peaton,Pasajeros,"['Liniers', 'Mataderos', 'Parque Avellaneda']",PEATON,MASCULINO,80,2020-06-12,1,14,2020,6,10,2020,6,12,miÃ©rcoles,viernes
2020-0030,1,2020-06-16,15:00:00,SAN MARTIN AV. 1550,AVENIDA,6,-58.45158942,-34.6064658,Moto,Multiple,['Caballito'],CONDUCTOR,MASCULINO,40,2020-06-16,1,15,2020,6,16,2020,6,16,martes,martes
2020-0031,1,2020-06-30,08:00:00,"GARZON, EUGENIO, GRAL. AV. y LARRAYA",AVENIDA,9,-58.49344309,-34.65788529,Moto,Cargas,"['Liniers', 'Mataderos', 'Parque Avellaneda']",CONDUCTOR,MASCULINO,29,2020-06-30,1,8,2020,6,30,2020,6,30,martes,martes
2020-0032,1,2020-07-10,23:00:00,CORRIENTES AV. Y SERRANO,AVENIDA,15,-58.44259166,-34.59635137,Moto,Auto,"['Chacarita', 'Villa Crespo', 'La Paternal', 'Villa Ortúzar', 'Agronomía', 'Parque Chas']",CONDUCTOR,MASCULINO,21,2020-07-10,2,23,2020,7,10,2020,7,10,viernes,viernes
2020-0033,1,2020-07-19,06:25:00,"PAZ, GRAL. AV. Y DEL LIBERTADOR AV.",AVENIDA,13,-58.46743471,-34.53476874,Auto,Objeto Fijo,"['Núñez', 'Belgrano', 'Colegiales']",CONDUCTOR,MASCULINO,32,2020-07-19,2,6,2020,7,19,2020,7,19,domingo,domingo
2020-0034,1,2020-08-02,03:20:00,"MITRE, BARTOLOME Y ANCHORENA, TOMAS MANUEL DE, DR.",CALLE,3,-58.41178158,-34.60922259,Peaton,Auto,"['Balvanera', 'San Cristóbal']",PEATON,FEMENINO,42,2020-08-02,2,3,2020,8,2,2020,8,2,domingo,domingo
2020-0035,1,2020-08-04,05:30:00,"AU 25 DE MAYO ALTURA PUMACAHUA Y RECUERO, CASIMIRO, TTE. CNEL.",AUTOPISTA,7,-58.45068621,-34.63638927,Moto,Pasajeros,"['Flores', 'Parque Chacabuco']",CONDUCTOR,MASCULINO,40,2020-08-04,2,5,2020,8,4,2020,8,4,martes,martes
2020-0036,1,2020-08-07,18:40:00,"SCALABRINI ORTIZ, RAUL AV. Y PARAGUAY",AVENIDA,14,-58.42016954,-34.5877879,Peaton,Moto,['Palermo'],PEATON,MASCULINO,72,2020-08-22,2,18,2020,8,7,2020,8,22,viernes,sÃ¡bado
2020-0037,1,2020-08-29,04:30:00,"FERNANDEZ DE LA CRUZ, F., GRAL. AV. Y VARELA AV.",AVENIDA,8,-58.43850413,-34.65554754,Peaton,Auto,"['Villa Soldati', 'Villa Riachuelo', 'Villa Lugano']",PEATON,MASCULINO,38,2020-08-29,2,4,2020,8,29,2020,8,29,sÃ¡bado,sÃ¡bado
2020-0038,2,2020-08-30,04:00:00,"LAS HERAS GENERAL AV. Y DIAZ, CNEL. AV.",AVENIDA,14,-58.40617526,-34.58345898,Auto,Auto,['Palermo'],CONDUCTOR,MASCULINO,46,2020-08-30,2,4,2020,8,30,2020,8,30,domingo,domingo
2020-0038,2,2020-08-30,04:00:00,"LAS HERAS GENERAL AV. Y DIAZ, CNEL. AV.",AVENIDA,14,-58.40617526,-34.58345898,Auto,Auto,['Palermo'],CONDUCTOR,MASCULINO,64,2020-08-30,2,4,2020,8,30,2020,8,30,domingo,domingo
2020-0040,1,2020-09-12,03:30:00,"CASTILLO, RAMON S., PRES. AV. Y CALLE 12",AVENIDA,2,-58.38526125,-34.5780581,Auto,Objeto Fijo,['Recoleta'],CONDUCTOR,MASCULINO,42,2020-09-12,2,3,2020,9,12,2020,9,12,sÃ¡bado,sÃ¡bado
